"ID","Previous_accession","moduleLabels","MM.15","p.MM.15","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0122800.1","TraesCS1A02G050600","W15","0.883323560898234","2.61759695884016e-06","IPR003614, IPR008176, IPR036574","Scorpion_toxin-like, Defensin_plant, Scorpion_toxin-like_sf","NA","NA","TO_0000580, TO_0006018, TO_0006019, TO_0000207","cytoplasmic male sterility, organ identity, floral organ identity, plant height","4.660589445","0.755572101","0","0.155987992","0.804484886","1.881636176"
"TraesCS1A03G0129100.1","TraesCS1A02G052300","W15","0.959652282250884","1.14120312929593e-09","IPR001087, IPR035669, IPR036514","GDSL, SGNH_plant_lipase-like, SGNH_hydro_sf","NA","NA","TO_0000259, TO_0000043, TO_0000598, TO_0002661, TO_0002657","heat tolerance, root morphology trait, protein content, seed maturation, oxidative stress","0.849084445","0.198460144","0","0.024213625","0.309068102","0.523643147"
"TraesCS1A03G0283100.1","TraesCS1A02G115700","W15","0.668428913057287","0.00335419489450123","IPR004360, IPR029068, IPR037523","Glyas_Fos-R_dOase_dom, Glyas_Bleomycin-R_OHBP_Dase, VOC","NA","NA","NA","NA","63.01864076","51.63657784","32.12438745","35.57491177","88.26131656","70.930415"
"TraesCS1A03G0304700.1","TraesCS1A02G123000","W15","0.845661622150276","1.90310380901109e-05","IPR007599, IPR035952","DER1, Rhomboid-like_sf","NA","NA","TO_0000442, TO_0002657","plant fresh weight, oxidative stress","3.405550189","3.754668873","1.890434489","1.906767218","4.500316119","7.610264886"
"TraesCS1A03G0405200.1","TraesCS1A02G150900","W15","0.935082170199591","3.75995468778853e-08","IPR006694, IPR021940","Fatty_acid_hydroxylase, CER1-like_C","NA","NA","TO_0000421, TO_0001018, TO_0000043, TO_0000183, TO_0000207, TO_0000173, TO_0000276, TO_0006017, TO_0000344, TO_0000199","pollen fertility, transpiration rate, root morphology trait, other miscellaneous trait, plant height, ethylene sensitivity, drought tolerance, meristem identity, days to flowering trait, genic male sterility","4.803861","3.7447277","0.09418042","0.529883001","3.498241218","8.977534002"
"TraesCS1A03G0560800.1","TraesCS1A02G213000","W15","0.876330395643032","3.96595002907846e-06","IPR001697, IPR011037, IPR015793, IPR015795, IPR015806, IPR015813, IPR018209, IPR036918, IPR040442","Pyr_Knase, Pyrv_Knase-like_insert_dom_sf, Pyrv_Knase_brl, Pyrv_Knase_C, Pyrv_Knase_insert_dom_sf, Pyrv/PenolPyrv_Kinase-like_dom, Pyrv_Knase_AS, Pyrv_Knase_C_sf, Pyrv_Kinase-like_dom_sf","NA","NA","TO_0001012, TO_0000115, TO_0000183, TO_0000516","lateral root length, root mass density, other miscellaneous trait, relative root length","3.369347753","1.106064577","0.285365056","0.986848673","2.30398475","3.453812168"
"TraesCS1A03G0565000.1","TraesCS1A02G214600","W15","0.710253670365076","0.00139911822871907","IPR011032, IPR020818, IPR037124","GroES-like_sf, Chaperonin_GroES, Chaperonin_GroES_sf","NA","NA","TO_0000128, TO_0000183","harvest index, other miscellaneous trait","5.059066753","3.110288605","3.050361934","2.761221203","6.012936559","9.236412089"
"TraesCS1A03G0662500.1","TraesCS1A02G258400","W15","0.709535069757772","0.00142203525225829","IPR001005, IPR006447, IPR009057, IPR017930, IPR044841","SANT/Myb, Myb_dom_plants, Homeobox-like_sf, Myb_dom, LUX/BOA-like","NA","NA","TO_0000135, TO_0000640, TO_0000514, TO_0000207, TO_0000303, TO_0000227, TO_0001007, TO_0002759, TO_0000919, TO_0000084, TO_0000112","leaf length, total root number, potassium uptake, plant height, cold tolerance, root length, coleoptile length, grain number, grain weight, root number, disease resistance","2.575197202","1.622246368","1.322537319","0.556238568","1.951506003","4.778163169"
"TraesCS1A03G0683000.1","TraesCS1A02G269300","W15","0.746345781398","0.000579385093548899","IPR000836, IPR005854, IPR017932, IPR029055, IPR029057, IPR035584","PRibTrfase_dom, PurF, GATase_2_dom, Ntn_hydrolases_N, PRTase-like, PurF_N","NA","NA","TO_0000183, TO_0000276","other miscellaneous trait, drought tolerance","0.460421004","0.213455737","0.12683153","0.326501112","0.548390585","0.651974446"
"TraesCS1A03G1022000.1","TraesCS1A02G418800","W15","0.777680599075842","0.000238026311297506","","","NA","NA","NA","NA","14.0813462","7.304020787","0.647629073","4.285477765","12.64921233","19.00158217"
"TraesCS1A03G1060900.1","TraesCS1A02G436500","W15","0.832773346265034","3.33837617858963e-05","IPR001509, IPR036291","Epimerase_deHydtase, NAD(P)-bd_dom_sf","NA","NA","TO_0000495, TO_0000428, TO_0000731, TO_0000128, TO_0012001, TO_0000101, TO_0000290, TO_0012004, TO_0001018, TO_0000919, TO_0000504, TO_0001017, TO_0002657, TO_0001015, TO_0000382, TO_0000522;TO_0000523, TO_0006002, TO_0000562, TO_0020116, TO_0000346, TO_0020117, TO_0000112, TO_0000207","chlorophyll content, callus induction, lignin content, harvest index, leaf area index, broad-leaved weed, flavonoid content, quantum yield, transpiration rate, grain weight, leaf temperature, water use efficiency, oxidative stress, photosynthetic rate, 1000-grain weight, stomatal resistance, proline content, specific leaf area, photochemical quenching, tiller number, non photochemical quenching, disease resistance, plant height","0.36832674","0.218518929","0","0.107585604","0.386718896","1.030317058"
"TraesCS1A03G1075600.1","TraesCS1A02G441500","W15","0.807904670635362","8.74444968487061e-05","","","NA","NA","TO_0000358","female sterility","0.62664124","0.402184638","0","0.232690584","0.48788251","0.997172256"
