"ID","Previous_accession","moduleLabels","MM.07","p.MM.07","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0164500.1","TraesCS1A02G066900","W07","0.682310679142914","0.00254764732774884","IPR003593, IPR027417, IPR034081, IPR045735","AAA+_ATPase, P-loop_NTPase, R3H_AAA, Spore_III_AA_AAA+_ATPase","GO:0031972,GO:0005524,GO:0009657,GO:0010431,GO:0090677","chloroplast intermembrane space,ATP binding,plastid organization,seed maturation,reversible differentiation","TO_0000397, TO_0000358, TO_0002661, TO_0000043","grain size, female sterility, seed maturation, root morphology trait","11.67288569","29.59486629","2.247739714","3.952965173","7.641708685","9.926106721"
"TraesCS1A03G0175300.1","TraesCS1A02G071700","W07","0.719952968686812","0.0011183655784456","IPR002937, IPR014101, IPR036188, IPR045892","Amino_oxidase, CrtISO, FAD/NAD-bd_sf, CrtISO-like","GO:0016117,GO:0046608,GO:0009662,GO:0016491,GO:0050660,GO:0031969","carotenoid biosynthetic process,carotenoid isomerase activity,etioplast organization,oxidoreductase activity,flavin adenine dinucleotide binding,chloroplast membrane","TO_0000731, TO_0020116, TO_0000496, TO_0020117","lignin content, photochemical quenching, carotenoid content, non photochemical quenching","0.477121391","0.654737605","0.182872029","0.259151106","1.420523012","2.971823101"
"TraesCS1A03G0186500.1","TraesCS1A02G076400","W07","0.890633160746612","1.64706597131008e-06","IPR000408, IPR009091","Reg_chr_condens, RCC1/BLIP-II","GO:0005737","cytoplasm","NA","NA","0.264865689","0.711405273","0.163910645","0.167299009","0.378091956","0.855399749"
"TraesCS1A03G0195200.1","TraesCS1A02G080600","W07","0.83926924091776","2.53016708279634e-05","IPR000719, IPR004041, IPR008271, IPR011009, IPR017441, IPR018451","Prot_kinase_dom, NAF_dom, Ser/Thr_kinase_AS, Kinase-like_dom_sf, Protein_kinase_ATP_BS, NAF/FISL_domain","GO:0005524,GO:0004712,GO:0007165,GO:0004674,GO:0006468,GO:0106310","ATP binding,protein serine/threonine/tyrosine kinase activity,signal transduction,protein serine/threonine kinase activity,protein phosphorylation,protein serine kinase activity","TO_0000227, TO_0000008, TO_0000276, TO_0000344, TO_0000391, TO_0000253, TO_0000429, TO_0006047, TO_0000183, TO_0002657, TO_0000430, TO_0006001, TO_0000071, TO_0000609, TO_0000043, TO_0000354, TO_0002661, TO_0002703, TO_0020099, TO_0000303, TO_0006002, TO_0000241","root length, potassium sensitivity, drought tolerance, days to flowering trait, seed size, seed dormancy, salt sensitivity, calcium concentration, other miscellaneous trait, oxidative stress, germination rate, salt tolerance, anthocyanin content, potassium content, root morphology trait, aluminum sensitivity, seed maturation, protist disease resistance, nitrate transport, cold tolerance, proline content, leaf number","2.036007568","5.369537021","1.678455736","1.375941952","3.439415887","7.500327826"
"TraesCS1A03G0200200.1","TraesCS1A02G082000","W07","0.852656899869625","1.37296065982121e-05","IPR001461, IPR001969, IPR007856, IPR008138, IPR008139, IPR011001, IPR021109, IPR033121, IPR033869","Aspartic_peptidase_A1, Aspartic_peptidase_AS, SapB_1, SapB_2, SaposinB_dom, Saposin-like, Peptidase_aspartic_dom_sf, PEPTIDASE_A1, Phytepsin","GO:0005773,GO:0004190,GO:0006508,GO:0006629","vacuole,aspartic-type endopeptidase activity,proteolysis,lipid metabolic process","NA","NA","13.26886313","24.54323366","3.35040449","8.040000486","23.8491893","36.98241499"
"TraesCS1A03G0200300.1","TraesCS1A02G082100","W07","0.828820583296485","3.92959273542559e-05","","","GO:0016021","integral component of membrane","NA","NA","0.143998551","1.145056859","0","0.046879691","0.310430933","0.480995034"
"TraesCS1A03G0217000.1","TraesCS1A02G089300","W07","0.646278067971663","0.00506160535007544","IPR046533","DUF6598","NA","NA","TO_0000194, TO_0020055, TO_0000355, TO_0000137","globular embryo, wheat stripe rust disease resistance, heterosis, days to heading","0.23481772","0.566142114","0.034051377","0.103075162","0.342243982","0.29604097"
"TraesCS1A03G0243800.1","TraesCS1A02G100300","W07","0.88548376297301","2.29009926777624e-06","IPR000719, IPR000858, IPR001245, IPR001480, IPR003609, IPR008271, IPR011009, IPR017441, IPR024171, IPR036426","Prot_kinase_dom, S_locus_glycoprot_dom, Ser-Thr/Tyr_kinase_cat_dom, Bulb-type_lectin_dom, Pan_app, Ser/Thr_kinase_AS, Kinase-like_dom_sf, Protein_kinase_ATP_BS, SRK-like_kinase, Bulb-type_lectin_dom_sf","GO:0005524,GO:0004712,GO:0048544,GO:0016021,GO:0004674,GO:0006468,GO:0106310","ATP binding,protein serine/threonine/tyrosine kinase activity,recognition of pollen,integral component of membrane,protein serine/threonine kinase activity,protein phosphorylation,protein serine kinase activity","NA","NA","0.089701048","0.783944905","0","0.011386497","0.197803968","0.232553791"
"TraesCS1A03G0264500.1","TraesCS1A02G109200","W07","0.870102215932815","5.62616582784773e-06","IPR012919, IPR045119","SUN_dom, SUN1-5","GO:0005639,GO:0043495,GO:0043621,GO:0006998","integral component of nuclear inner membrane,protein-membrane adaptor activity,protein self-association,nuclear envelope organization","TO_0000043, TO_0000115, TO_0006054, TO_0000344, TO_0000183, 281, TO_0000207","root morphology trait, root mass density, arsenic concentration, days to flowering trait, other miscellaneous trait, Common bunt spike incidence, plant height","2.928232288","5.347806564","2.453929336","2.344659373","5.992641872","9.28598972"
"TraesCS1A03G0267400.1","TraesCS1A02G110700","W07","0.722551089470316","0.00105163675755733","IPR032675, IPR036047","LRR_dom_sf, F-box-like_dom_sf","GO:0005515","protein binding","NA","NA","0.321576791","0.464240606","0.079297152","0.198340305","0.370978776","0.963754185"
