"ID","Previous_accession","moduleLabels","MM.03","p.MM.03","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0001800.1","TraesCS1A02G001000","W03","0.719560801396809","0.00112873460573579","","","NA","NA","NA","NA","0.175874354","3.826766729","1.696146618","0.026421637","0.046807231","0.076060334"
"TraesCS1A03G0015600.1","TraesCS1A02G005400","W03","0.899577442399641","8.92146519633405e-07","IPR012337, IPR013520, IPR036397","RNaseH-like_sf, Exonuclease_RNaseT/DNA_pol3, RNaseH_sf","GO:0003676","nucleic acid binding","NA","NA","6.423596723","41.90946825","37.608073","5.795956636","0.188771174","0.067783166"
"TraesCS1A03G0016400.1","TraesCS1A02G005900","W03","0.829470286911884","3.82675279993248e-05","IPR005024","Snf7_fam","GO:0006900,GO:0005771,GO:0032511","vesicle budding from membrane,multivesicular body,late endosome to vacuole transport via multivesicular body sorting pathway","TO_0000514, TO_0000183, TO_0000043","potassium uptake, other miscellaneous trait, root morphology trait","36.40523408","34.1111909","7.780423886","17.22581182","18.02350005","6.846564847"
"TraesCS1A03G0029000.1","TraesCS1A02G011300","W03","0.362219488023102","0.153069283474106","IPR001229, IPR036404","Jacalin-like_lectin_dom, Jacalin-like_lectin_dom_sf","NA","NA","TO_0000479, TO_0000608, TO_0000636, TO_0000310, TO_0000504, TO_0002644, TO_0000429, TO_0020093, TO_0000644, TO_0012004, TO_0000462, TO_0001015, TO_0000513, TO_0000153, TO_0000652, TO_0000346, TO_0002673, TO_0000333, TO_0000633, TO_0000514, TO_0000975, TO_0001018, TO_0000473, TO_0000578, TO_0000019, TO_0002657, TO_0000696, TO_0000524, TO_0000131, TO_0000495, TO_0002759, TO_0000040, TO_0000207, TO_0000279, TO_0002660, TO_0020117, TO_0006055, TO_0000074, TO_0001027, TO_0001017, TO_0000639, TO_0020100, TO_0000919, TO_0000615, TO_0000071, TO_0000496, TO_0000430, TO_0020116, TO_0000325, TO_0002661, TO_0020102, TO_0000467, TO_0000397, TO_0000526, TO_0012002, TO_0000136, TO_0000276, TO_0000734, TO_0000078, TO_0000605, TO_0000552, TO_0000434, TO_0001051, TO_0006017, TO_0006060, TO_0000447, TO_0006001, TO_0000135, TO_0000259, TO_0000112, TO_0000515, TO_0000567, TO_0000527, TO_0000180, TO_0000128, TO_0000303, TO_0006002, TO_0000278, TO_0000436, TO_0000522;TO_0000523, TO_0000428, TO_0000188, TO_0000437, TO_0000328, TO_0000589, TO_0000253, TO_0000227, TO_0000731, TO_0000598, TO_0002643","acid sensitivity, sodium content, relative shoot dry weight, self-incompatibility, leaf temperature, dry matter digestibility, salt sensitivity, nitrogen content, relative root dry weight, quantum yield, gelatinization temperature, photosynthetic rate, potassium concentration, relative yield, leaf necrosis, tiller number, amino acid content, sugar content, relative total dry weight, potassium uptake, grain width, transpiration rate, grain shattering, root fresh weight, seedling height, oxidative stress, starch content, submergence tolerance, leaf water potential, chlorophyll content, grain number, panicle length, plant height, root weight, cytokinin content, non photochemical quenching, selenium content, blast disease resistance, net photosynthetic rate, water use efficiency, seed fertility, nitrate uptake, grain weight, abscisic acid sensitivity, anthocyanin content, carotenoid content, germination rate, photochemical quenching, soluble protein content, seed maturation, phosphate content, cell membrane stability, grain size, sodium concentration, leaf chlorophyll content, leaf relative water content, drought tolerance, grain length, root dry weight, hydrogen peroxide content, shoot dry weight, root activity, root hair density, meristem identity, leaf chlorosis, filled grain number, salt tolerance, leaf length, heat tolerance, disease resistance, relative growth rate, tiller angle, sodium uptake, spikelet fertility, harvest index, cold tolerance, proline content, root to shoot ratio, spikelet sterility, stomatal resistance, callus induction, drought sensitivity, male sterility, sucrose content, average grain weight, seed dormancy, root length, lignin content, protein content, carbon isotope discrimination","15.99968761","24.82839995","12.54081757","5.664980853","14.77198086","24.21131696"
"TraesCS1A03G0037100.1","TraesCS1A02G015300","W03","0.934747560022485","3.90391459060884e-08","IPR001806, IPR005225, IPR027417","Small_GTPase, Small_GTP-bd_dom, P-loop_NTPase","GO:0012505,GO:0003924,GO:0005525,GO:0006886","endomembrane system,GTPase activity,GTP binding,intracellular protein transport","TO_0000043, TO_0006036, TO_0000183","root morphology trait, stem elongation, other miscellaneous trait","21.34383655","35.16193971","18.7539036","16.40494136","12.31017063","9.503653254"
"TraesCS1A03G0043600.1","TraesCS1A02G019000","W03","0.630318822356287","0.00668065538556218","IPR000245, IPR002379, IPR011555, IPR035921","ATPase_proteolipid_csu, ATPase_proteolipid_c-like_dom, ATPase_proteolipid_su_C_euk, F/V-ATP_Csub_sf","GO:1902600,GO:0016021,GO:0033179,GO:0046961,GO:0005774","proton transmembrane transport,integral component of membrane,proton-transporting V-type ATPase, V0 domain,proton-transporting ATPase activity, rotational mechanism,vacuolar membrane","TO_0001007, TO_0000135, TO_0000227, TO_0000640, TO_0000112, TO_0002759, TO_0000919, TO_0000084, TO_0000207, TO_0000276","coleoptile length, leaf length, root length, total root number, disease resistance, grain number, grain weight, root number, plant height, drought tolerance","19.75246937","32.84230073","25.41342663","17.37113847","26.20628519","34.83535274"
"TraesCS1A03G0047200.1","TraesCS1A02G021000","W03","0.960652171777852","9.48182976952551e-10","IPR000877, IPR035995","Prot_inh_BBI, Bowman-Birk_prot_inh","GO:0005576,GO:0004867,GO:0010951","extracellular region,serine-type endopeptidase inhibitor activity,negative regulation of endopeptidase activity","TO_0000397","grain size","521.3244912","1221.543617","264.5686095","53.57455569","7.097305318","1.412985322"
"TraesCS1A03G0047800.1","TraesCS1A02G021400","W03","0.963649971333465","5.27914830600634e-10","IPR000877, IPR035995","Prot_inh_BBI, Bowman-Birk_prot_inh","GO:0005576,GO:0004867,GO:0010951","extracellular region,serine-type endopeptidase inhibitor activity,negative regulation of endopeptidase activity","NA","NA","112.6767326","236.2884646","8.287884638","5.011253557","0.421986146","0.05104126"
"TraesCS1A03G0059600.1","TraesCS1A02G025800","W03","0.929218224786781","7.06893370392228e-08","IPR005123, IPR026992, IPR027443, IPR044861","Oxoglu/Fe-dep_dioxygenase, DIOX_N, IPNS-like_sf, IPNS-like_FE2OG_OXY","GO:0016491,GO:0046872","oxidoreductase activity,metal ion binding","TO_0000437, TO_0000004","male sterility, reversible male sterility","1.12046471","3.391992294","1.275792473","0.196133993","0.103154647","0.186813321"
"TraesCS1A03G0066600.1","TraesCS1A02G029300","W03","0.816015230618268","6.48856315124577e-05","IPR003864, IPR027815, IPR032880, IPR045122","CSC1/OSCA1-like_7TM, CSC1/OSCA1-like_cyt, Csc1/OSCA1-like_N, Csc1-like","GO:0005227,GO:0042802,GO:0098655,GO:0016021,GO:0005886","calcium activated cation channel activity,identical protein binding,cation transmembrane transport,integral component of membrane,plasma membrane","TO_0000183, TO_0006001, TO_0000043, TO_0000112","other miscellaneous trait, salt tolerance, root morphology trait, disease resistance","2.279954018","5.235165814","2.284858448","1.656800755","1.932215771","2.422869909"
"TraesCS1A03G0069100.1","TraesCS1A02G030600","W03","0.956415844299367","2.01643793805183e-09","IPR010742, IPR029008","RCAF1, EMC6-like","GO:0016021,GO:0097250","integral component of membrane,mitochondrial respirasome assembly","TO_0000495","chlorophyll content","14.16465211","18.83988881","9.579379695","8.173261279","11.78667306","11.5650968"
"TraesCS1A03G0069300.1","TraesCS1A02G030700","W03","0.983296298022075","1.6391101094782e-12","IPR039987","PGRL1","GO:0009535,GO:0016021,GO:0016730,GO:0009773","chloroplast thylakoid membrane,integral component of membrane,oxidoreductase activity, acting on iron-sulfur proteins as donors,photosynthetic electron transport in photosystem I","NA","NA","4.993329721","17.26259228","4.082043493","1.851943229","1.089615676","0.963802344"
"TraesCS1A03G0098200.1","TraesCS1A02G041200","W03","0.758476299832809","0.000416986050748344","IPR000864, IPR036354","Prot_inh_pot1, Prot_inh_pot1_sf","GO:0004867,GO:0009611,GO:0010951","serine-type endopeptidase inhibitor activity,response to wounding,negative regulation of endopeptidase activity","NA","NA","11.02243065","7.313275327","0","0.286135183","0","0"
"TraesCS1A03G0104500.1","TraesCS1A02G043900","W03","0.889950097131166","1.72226832152116e-06","IPR001117, IPR002355, IPR008972, IPR011706, IPR011707, IPR017761, IPR034285, IPR034288, IPR034289, IPR045087","Cu-oxidase_2nd, Cu_oxidase_Cu_BS, Cupredoxin, Cu-oxidase_C, Cu-oxidase_N, Laccase, CuRO_2_LCC, CuRO_1_LCC, CuRO_3_LCC, Cu-oxidase_fam","GO:0046274,GO:0005507,GO:0048046,GO:0052716","lignin catabolic process,copper ion binding,apoplast,hydroquinone:oxygen oxidoreductase activity","TO_0000112, TO_0000276, TO_0000183","disease resistance, drought tolerance, other miscellaneous trait","46.65234202","122.5800557","103.1206069","23.48147257","1.565526529","0.044224163"
"TraesCS1A03G0114700.1","TraesCS1A02G047500","W03","0.630033051401078","0.00671303440959344","IPR046533","DUF6598","NA","NA","TO_0006017, TO_0000207, TO_0002637","meristem identity, plant height, leaf size","1.657781725","3.346094309","2.243897877","1.691354066","1.860750302","2.879479581"
"TraesCS1A03G0127500.1","TraesCS1A02G051700","W03","0.723144399895909","0.00103686911305671","","","GO:0016021","integral component of membrane","TO_0000276","drought tolerance","75.07432144","149.5354786","85.46514286","83.64050201","88.21996553","121.3775926"
"TraesCS1A03G0128600.2","TraesCS1A02G052200.2","W03","0.776260875174616","0.000248551971343072","IPR008528, IPR014770, IPR014772","unc-13_homologue, Munc13_1, Munc13_dom-2","NA","NA","NA","NA","0.396401131","0.474528089","0.332183083","0.208423622","0.207146734","0.206422198"
"TraesCS1A03G0130100.1","TraesCS1A02G052900","W03","0.811148259927749","7.77389748446118e-05","IPR001929, IPR006045, IPR011051, IPR014710, IPR019780","Germin, Cupin_1, RmlC_Cupin_sf, RmlC-like_jellyroll, Germin_Mn-BS","GO:0048046,GO:0030145","apoplast,manganese ion binding","TO_0000112, TO_0000183, TO_0000253","disease resistance, other miscellaneous trait, seed dormancy","3.87422492","4.81850448","1.297948835","1.706022731","1.056835068","0"
"TraesCS1A03G0164000.1","TraesCS1A02G066700","W03","0.791825135758357","0.000151981286905192","IPR000719, IPR008271, IPR011009, IPR017441","Prot_kinase_dom, Ser/Thr_kinase_AS, Kinase-like_dom_sf, Protein_kinase_ATP_BS","GO:0005524,GO:0006468,GO:0030246,GO:0004674","ATP binding,protein phosphorylation,carbohydrate binding,protein serine/threonine kinase activity","TO_0000207, TO_0000696","plant height, starch content","5.417604125","7.539069643","3.413853138","2.105287894","2.572458342","2.969393162"
