"ID","Previous_accession","moduleLabels","MM.05","p.MM.05","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0055000.1","TraesCS1A02G024300","W05","0.710293159329538","0.00139786774270823","IPR046533","DUF6598","NA","NA","NA","NA","1.665331341","0.701427031","0.061859121","1.416789789","2.407933137","3.723819299"
"TraesCS1A03G0084800.1","TraesCS1A02G036200","W05","0.738136839139289","0.000716653750521501","IPR016087, IPR016088, IPR016089, IPR036298","Chalcone_isomerase, Chalcone_isomerase_3-sand, Chalcone_isomerase_bundle_sf, Chalcone_isomerase_sf","GO:0009570,GO:0005504,GO:0016872,GO:0006631","chloroplast stroma,fatty acid binding,intramolecular lyase activity,fatty acid metabolic process","TO_0000128, TO_0000303","harvest index, cold tolerance","1.010159599","1.874655819","0.134279056","0.747079556","3.153592773","7.511315284"
"TraesCS1A03G0096700.1","TraesCS1A02G040600","W05","0.894354396459496","1.28469328222582e-06","IPR001672, IPR018189, IPR023096, IPR035476, IPR035482, IPR046348","G6P_Isomerase, Phosphoglucose_isomerase_CS, G6P_Isomerase_C, SIS_PGI_1, SIS_PGI_2, SIS_dom_sf","GO:0006094,GO:0004347,GO:0051156,GO:0097367,GO:0006096,GO:0005829,GO:0048029","gluconeogenesis,glucose-6-phosphate isomerase activity,glucose 6-phosphate metabolic process,carbohydrate derivative binding,glycolytic process,cytosol,monosaccharide binding","TO_0000183, TO_0000358","other miscellaneous trait, female sterility","1.590480157","1.804882766","1.012011126","1.306222395","4.852370872","10.09552002"
"TraesCS1A03G0110900.1","TraesCS1A02G046300","W05","0.622662821506964","0.00759263924766461","IPR000086, IPR015797","NUDIX_hydrolase_dom, NUDIX_hydrolase-like_dom_sf","GO:0052751","GDP-mannose hydrolase activity","TO_0020055, TO_0000137, TO_0000495, TO_0000522;TO_0000523","wheat stripe rust disease resistance, days to heading, chlorophyll content, stomatal resistance","0.218369745","0.118832378","0.076080114","0.164912104","0.444648178","0.480054868"
"TraesCS1A03G0151500.1","TraesCS1A02G062400","W05","0.854977528029244","1.2274976979926e-05","IPR008278, IPR037143","4-PPantetheinyl_Trfase_dom, 4-PPantetheinyl_Trfase_dom_sf","GO:0005829,GO:0016021,GO:0000287,GO:0008897,GO:0018215,GO:0019878","cytosol,integral component of membrane,magnesium ion binding,holo-[acyl-carrier-protein] synthase activity,protein phosphopantetheinylation,lysine biosynthetic process via aminoadipic acid","NA","NA","0.012414979","0.013858487","0","0.008684933","0.060045785","0.125021315"
"TraesCS1A03G0163200.1","TraesCS1A02G066300","W05","0.780455907457497","0.000218524834370356","IPR001079, IPR002659, IPR013320","Galectin_CRD, Glyco_trans_31, ConA-like_dom_sf","GO:0010405,GO:0048354,GO:0016021,GO:1990714,GO:0080147,GO:0000139,GO:0030246,GO:0018258","arabinogalactan protein metabolic process,mucilage biosynthetic process involved in seed coat development,integral component of membrane,hydroxyproline O-galactosyltransferase activity,root hair cell development,Golgi membrane,carbohydrate binding,protein O-linked glycosylation via hydroxyproline","TO_0000734, TO_0000397, TO_0000183","grain length, grain size, other miscellaneous trait","0.075149336","0.092782479","0","0.021400244","0.179670912","0.285098232"
"TraesCS1A03G0181200.1","TraesCS1A02G074800","W05","0.843092164038698","2.13711743460384e-05","","","GO:0016021","integral component of membrane","TO_0000355, TO_0000437","heterosis, male sterility","2.877968175","2.839876214","1.27601533","3.603218949","8.278695095","16.12161267"
"TraesCS1A03G0201700.1","TraesCS1A02G083000","W05","0.674865081279035","0.00295775343671859","IPR011598, IPR036638, IPR044273, IPR047265","bHLH_dom, HLH_DNA-bd_sf, PIF3-like, PIF1-like_bHLH","GO:0003700,GO:0046983,GO:0006355","DNA-binding transcription factor activity,protein dimerization activity,regulation of DNA-templated transcription","TO_0000495, TO_0002677, TO_0000173, TO_0000241, TO_0000696, TO_0001013, TO_0002639, TO_0002657, TO_0000492, TO_0006002, TO_0020097, TO_0000163, TO_0000953, TO_0000522;TO_0000523, TO_0000112, TO_0000075, TO_0000084, TO_0000071, TO_0006001, TO_0000227, TO_0001026, TO_0000259, TO_0000371, TO_0006036, TO_0000207, TO_0000290, TO_0006064, TO_0002661, TO_0000358, TO_0020116, TO_0000430, TO_0000766, TO_0020095, TO_0000043, TO_0006054, TO_0000391, TO_0000731, TO_0000183, TO_0000316, TO_0000253, TO_0001015, TO_0000952, TO_0020117, TO_0000271, TO_0002681, TO_0002672, TO_0000437, TO_0001017, TO_0001024, TO_0006017, TO_0000567, TO_0000181, TO_0006019, TO_0000276, TO_0000158, TO_0006014, TO_0006018, TO_0000303, TO_0012002, TO_0000130","chlorophyll content, brassinosteroid sensitivity, ethylene sensitivity, leaf number, starch content, lateral root number, shoot branching, oxidative stress, leaf shape, proline content, stomatal opening, auxin sensitivity, stem number, stomatal resistance, disease resistance, light sensitivity, root number, anthocyanin content, salt tolerance, root length, respiration rate, heat tolerance, yield trait, stem elongation, plant height, flavonoid content, rolled leaf, seed maturation, female sterility, photochemical quenching, germination rate, petiole length, stomatal process related trait, root morphology trait, arsenic concentration, seed size, lignin content, other miscellaneous trait, photosynthetic ability, seed dormancy, photosynthetic rate, stem weight, non photochemical quenching, inflorescence length, leaf curling, auxin content, male sterility, water use efficiency, phosphorus content, meristem identity, tiller angle, seed weight, floral organ identity, drought tolerance, red light sensitivity, phyllotaxy, organ identity, cold tolerance, leaf chlorophyll content, far red light sensitivity","0.649295336","0.665685744","0","0.38467258","1.296243493","2.058628708"
"TraesCS1A03G0202600.1","TraesCS1A02G083300","W05","0.73713817715359","0.000735051876404738","","","NA","NA","TO_0000183","other miscellaneous trait","5.642824957","8.477889467","1.061538101","4.87801929","20.86013985","25.97765196"
"TraesCS1A03G0202800.1","TraesCS1A02G083500","W05","0.891111236713308","1.59611590678723e-06","IPR008395, IPR014002, IPR016197","Agenet-like_dom, Agenet_dom_plant, Chromo-like_dom_sf","NA","NA","TO_0000310","self-incompatibility","0.497908842","0.707217822","0.210838864","0.476615233","1.096519292","2.01312874"
