"ID","Previous_accession","moduleLabels","MM.25","p.MM.25","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0311100.1","TraesCS1A02G125200","W25","0.967678862664884","2.21317896409623e-10","","","NA","NA","TO_0000207, TO_0000437, TO_0000112, TO_0006017, TO_0002661","plant height, male sterility, disease resistance, meristem identity, seed maturation","14.41845717","6.270589435","0.394310145","0.040299203","0.071189774","0.171646982"
"TraesCS1A03G0468000.1","TraesCS1A02G173600","W25","0.830028472093343","3.74022441483385e-05","IPR001781","Znf_LIM","GO:0005886,GO:0015629,GO:0016021,GO:0003676,GO:0046872,GO:0051015,GO:0015074,GO:0051017","plasma membrane,actin cytoskeleton,integral component of membrane,nucleic acid binding,metal ion binding,actin filament binding,DNA integration,actin filament bundle assembly","TO_0002661, TO_0000437, TO_0002657, TO_0000207, TO_0000173, TO_0000112","seed maturation, male sterility, oxidative stress, plant height, ethylene sensitivity, disease resistance","0.853799476","1.615555548","0.525509655","0.123218502","0.054649147","0.019683465"
"TraesCS1A03G1027700.1","TraesCS1A02G421200","W25","0.730046461628224","0.000877289954795703","IPR001563, IPR018202, IPR029058","Peptidase_S10, Ser_caboxypep_ser_AS, AB_hydrolase","GO:0006508,GO:0004185","proteolysis,serine-type carboxypeptidase activity","TO_0000430, TO_0006002, TO_0000190, TO_0000253, TO_0002661, TO_0000183","germination rate, proline content, seed coat color, seed dormancy, seed maturation, other miscellaneous trait","1.113007804","0.935496601","0.169971295","0.139253769","0.44801846","0.4600395"
"TraesCS1B03G0437800.1","TraesCS1B02G153100","W25","0.975776596427897","2.605149863232e-11","IPR007656, IPR039306","GTD-bd, MYOB","GO:0016021,GO:0080115","integral component of membrane,myosin XI tail binding","TO_0002661, TO_0000437, TO_0000173, TO_0000112, TO_0002657, TO_0000043","seed maturation, male sterility, ethylene sensitivity, disease resistance, oxidative stress, root morphology trait","3.023695682","2.362798334","0.056932579","0","0.044800409","0.009784462"
"TraesCS1B03G0562500.1","TraesCS1B02G190800","W25","0.902407905306691","7.26078630274193e-07","IPR001781","Znf_LIM","GO:0005886,GO:0015629,GO:0016021,GO:0003676,GO:0046872,GO:0051015,GO:0015074,GO:0051017","plasma membrane,actin cytoskeleton,integral component of membrane,nucleic acid binding,metal ion binding,actin filament binding,DNA integration,actin filament bundle assembly","TO_0002661, TO_0002657, TO_0000437, TO_0000173","seed maturation, oxidative stress, male sterility, ethylene sensitivity","2.166096861","3.577324455","0","0.111429963","0.162748824","0.12335215"
"TraesCS1B03G0826000.1","TraesCS1B02G297300","W25","0.923196704551991","1.28103628804443e-07","IPR000719, IPR001245, IPR011009","Prot_kinase_dom, Ser-Thr/Tyr_kinase_cat_dom, Kinase-like_dom_sf","GO:0004672,GO:0005524,GO:0006468","protein kinase activity,ATP binding,protein phosphorylation","TO_0000207, TO_0000437, TO_0002661, TO_0002657, TO_0000112, TO_0000173","plant height, male sterility, seed maturation, oxidative stress, disease resistance, ethylene sensitivity","1.765101199","1.186791265","0.075283757","0.026410312","0.035230312","0.025342577"
"TraesCS1B03G0893300.1","TraesCS1B02G325700","W25","0.689121576220785","0.00221435136688201","IPR011600","Pept_C14_caspase","NA","NA","TO_0002657, TO_0000183, TO_0000469","oxidative stress, other miscellaneous trait, days to maturity","1.07925626","1.19275146","0.310097874","0.406300047","0.534751797","0.830908096"
"TraesCS1B03G1040300.1","TraesCS1B02G383000","W25","0.924496290141293","1.13147449481177e-07","IPR006501, IPR035513","Pectinesterase_inhib_dom, Invertase/methylesterase_inhib","GO:0004857,GO:0043086","enzyme inhibitor activity,negative regulation of catalytic activity","NA","NA","3.941227511","2.616694409","0.378936364","0","0.030494094","0"
"TraesCS1D03G0307600.1","TraesCS1D02G128700","W25","0.977559156172116","1.4760603683286e-11","","","NA","NA","TO_0000173, TO_0000437, TO_0000112, TO_0002661, TO_0002657","ethylene sensitivity, male sterility, disease resistance, seed maturation, oxidative stress","8.648472334","5.907460919","0.055864187","0.060334152","0","0.094160085"
"TraesCS1D03G0339400.1","TraesCS1D02G135800","W25","0.636134461663393","0.00604850225029114","IPR007656, IPR039306","GTD-bd, MYOB","GO:0016021,GO:0080115","integral component of membrane,myosin XI tail binding","TO_0000437, TO_0000173, TO_0000043, TO_0002657, TO_0002661","male sterility, ethylene sensitivity, root morphology trait, oxidative stress, seed maturation","4.070383067","1.795633731","0","0.257144779","1.43902074","2.990950223"
"TraesCS1D03G0425700.1","TraesCS1D02G165200","W25","0.827185663585213","4.19876412115029e-05","IPR001781","Znf_LIM","GO:0005886,GO:0015629,GO:0016021,GO:0003676,GO:0046872,GO:0051015,GO:0015074,GO:0051017","plasma membrane,actin cytoskeleton,integral component of membrane,nucleic acid binding,metal ion binding,actin filament binding,DNA integration,actin filament bundle assembly","TO_0002657, TO_0000437, TO_0002661","oxidative stress, male sterility, seed maturation","0.636086056","3.144497519","0.158700926","0.255514564","0.117152398","0.195775959"
"TraesCS2A03G0084800.1","TraesCS2A02G045000","W25","0.745272182439734","0.000595985651473794","IPR006816","ELMO_dom","NA","NA","TO_0000173, TO_0002661, TO_0000469, TO_0006017, TO_0000249, TO_0000437, TO_0000207, TO_0000183","ethylene sensitivity, seed maturation, days to maturity, meristem identity, leaf senescence trait, male sterility, plant height, other miscellaneous trait","1.370182776","1.06333992","0.167906416","0.178377144","0.474985262","0.955783086"
"TraesCS2A03G0339700.1","TraesCS2A02G163300","W25","0.951769102053273","4.25268465531199e-09","IPR000073, IPR000639, IPR029058","AB_hydrolase_1, Epox_hydrolase-like, AB_hydrolase","GO:0003824","catalytic activity","TO_0000112, TO_0000043, TO_0000437, TO_0002661","disease resistance, root morphology trait, male sterility, seed maturation","4.189696001","1.881239401","0.192381252","0.176079271","0.346336473","0.713066777"
"TraesCS2A03G0468600.1","TraesCS2A02G219400","W25","0.740899445320331","0.000667736472397191","IPR000195, IPR035969","Rab-GTPase-TBC_dom, Rab-GTPase_TBC_sf","GO:0005096,GO:0090630","GTPase activator activity,activation of GTPase activity","TO_0002661, TO_0000437, TO_0020055, TO_0000043, TO_0000173, TO_0000112","seed maturation, male sterility, wheat stripe rust disease resistance, root morphology trait, ethylene sensitivity, disease resistance","1.80391233","2.481578352","0.719690065","1.328662477","0.729564843","0.862996326"
