"ID","Previous_accession","moduleLabels","MM.23","p.MM.23","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0710700.1","TraesCS1A02G281400","W23","0.826820120852758","4.26103008393332e-05","IPR000965, IPR001048, IPR001057, IPR005715, IPR005766, IPR015590, IPR016161, IPR016162, IPR016163, IPR019797, IPR036393, IPR041744","GPR_dom, Asp/Glu/Uridylate_kinase, Glu/AcGlu_kinase, Glu_5kinase/COase_Synthase, P5_carboxy_syn, Aldehyde_DH_dom, Ald_DH/histidinol_DH, Ald_DH_N, Ald_DH_C, Glutamate_5-kinase_CS, AceGlu_kinase-like_sf, G5K_ProBA","GO:0005524,GO:0004349,GO:0005737,GO:0004350,GO:0016310,GO:0055129","ATP binding,glutamate 5-kinase activity,cytoplasm,glutamate-5-semialdehyde dehydrogenase activity,phosphorylation,L-proline biosynthetic process","TO_0000276, TO_0000430, TO_0006001, TO_0000303, TO_0002657, TO_0000421, TO_0000227, TO_0006002","drought tolerance, germination rate, salt tolerance, cold tolerance, oxidative stress, pollen fertility, root length, proline content","0.920431156","0.792110735","0.37592432","0.478489409","0.501611797","0.698167056"
"TraesCS1B03G0016200.1","TraesCS1B02G008200","W23","0.880782937559874","3.05312503745677e-06","IPR005024","Snf7_fam","GO:0006900,GO:0005771,GO:0032511","vesicle budding from membrane,multivesicular body,late endosome to vacuole transport via multivesicular body sorting pathway","TO_0000183, TO_0000514, TO_0000043","other miscellaneous trait, potassium uptake, root morphology trait","0.300903984","0.423628417","0.22210596","0.267070224","0.133392976","0.172567272"
"TraesCS1B03G0344400.1","TraesCS1B02G126700","W23","0.789181899430977","0.000165688593419266","IPR001075, IPR014824, IPR034904, IPR035433, IPR036498","NIF_FeS_clus_asmbl_NifU_C, Nfu/NifU_N, FSCA_dom_sf, NFU1-like, Nfu/NifU_N_sf","GO:0005506,GO:0005739,GO:0097428,GO:0051539,GO:0016226","iron ion binding,mitochondrion,protein maturation by iron-sulfur cluster transfer,4 iron, 4 sulfur cluster binding,iron-sulfur cluster assembly","TO_0000183","other miscellaneous trait","0.484495296","0.614346236","0.144294977","0.317619816","0.517576404","0.440898861"
"TraesCS1B03G0346300.1","TraesCS1B02G128100","W23","0.908210898537038","4.664686666818e-07","IPR004843, IPR006186, IPR029052, IPR031675","Calcineurin-like_PHP_ApaH, Ser/Thr-sp_prot-phosphatase, Metallo-depent_PP-like, STPPase_N","GO:0005634,GO:0005737,GO:0006470,GO:0017018","nucleus,cytoplasm,protein dephosphorylation,myosin phosphatase activity","TO_0020097","stomatal opening","1.00847976","3.299915363","0.252434394","1.065565712","0.615416908","0.489147175"
"TraesCS1B03G0376800.1","TraesCS1B02G138900","W23","0.810864698538739","7.85495363393096e-05","","","NA","NA","TO_0006056, TO_0000183","molybdenum content, other miscellaneous trait","0.462222582","0.373790552","0.181687072","0.266234546","0.272143842","0.169396406"
"TraesCS1B03G0448700.1","TraesCS1B02G155100","W23","0.767099210315917","0.00032626750975735","IPR005025, IPR008254, IPR010089, IPR029039","FMN_Rdtase-like, Flavodoxin/NO_synth, Flavoprotein_WrbA-like, Flavoprotein-like_sf","GO:0050136,GO:0010181,GO:0008753","NADH dehydrogenase (quinone) activity,FMN binding,NADPH dehydrogenase (quinone) activity","TO_0000437, TO_0000004","male sterility, reversible male sterility","5.150561461","5.097178258","2.753900373","3.244231012","6.244880756","7.11248806"
"TraesCS1D03G0008100.1","TraesCS1D02G002600","W23","0.920074910728357","1.71127796480238e-07","IPR005024","Snf7_fam","GO:0006900,GO:0005771,GO:0032511","vesicle budding from membrane,multivesicular body,late endosome to vacuole transport via multivesicular body sorting pathway","TO_0000358, TO_0000355, TO_0000514, TO_0000183, TO_0000043","female sterility, heterosis, potassium uptake, other miscellaneous trait, root morphology trait","4.33272502","5.434069914","2.038885872","3.568491682","3.018842255","2.323246045"
"TraesCS1D03G0039700.1","TraesCS1D02G020800","W23","0.743495534321243","0.000624323865445707","IPR006685, IPR010920, IPR016688, IPR023408","MscS_channel, LSM_dom_sf, MscS-like_plants/fungi, MscS_beta-dom_sf","GO:0008381,GO:0034220,GO:0016021,GO:0006820,GO:0005886","mechanosensitive ion channel activity,ion transmembrane transport,integral component of membrane,anion transport,plasma membrane","TO_0000043, TO_0006017, TO_0000183","root morphology trait, meristem identity, other miscellaneous trait","0.331846315","0.233519603","0.378450087","0.371325686","0.200021776","0.208979677"
"TraesCS1D03G0113900.1","TraesCS1D02G051900","W23","0.770028893387023","0.000299476920682765","IPR000504, IPR001878, IPR012677, IPR035979, IPR036875","RRM_dom, Znf_CCHC, Nucleotide-bd_a/b_plait_sf, RBD_domain_sf, Znf_CCHC_sf","GO:0008270,GO:0016607,GO:0003729,GO:0000398","zinc ion binding,nuclear speck,mRNA binding,mRNA splicing, via spliceosome","NA","NA","13.98220709","16.77577598","8.167977822","8.457518738","13.91462472","18.33969112"
"TraesCS1D03G0203900.1","TraesCS1D02G088100","W23","0.843717170607448","2.07806437516103e-05","IPR011687","Nop53/GLTSCR2","GO:0005654,GO:0005730,GO:0008097,GO:0000027,GO:0000460,GO:0010971,GO:0051781","nucleoplasm,nucleolus,5S rRNA binding,ribosomal large subunit assembly,maturation of 5.8S rRNA,positive regulation of G2/M transition of mitotic cell cycle,positive regulation of cell division","TO_0000276, TO_0000598, TO_0000183, TO_0000281","drought tolerance, protein content, other miscellaneous trait, metabolite content trait","4.531694409","4.534848742","3.030197867","3.823625192","4.861592073","5.824951572"
