"ID","Previous_accession","moduleLabels","MM.08","p.MM.08","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0032200.1","TraesCS1A02G013000","W08","0.874981020279611","4.28474648723413e-06","IPR002182, IPR027417, IPR032675, IPR036388, IPR038005, IPR041118, IPR044974","NB-ARC, P-loop_NTPase, LRR_dom_sf, WH-like_DNA-bd_sf, RX-like_CC, Rx_N, Disease_R_plants","GO:0043531,GO:0006952","ADP binding,defense response","TO_0006002, TO_0000112, TO_0001013, TO_0000437, TO_0002699, TO_0000004, TO_0000084","proline content, disease resistance, lateral root number, male sterility, lycopene content, reversible male sterility, root number","0.246322465","0.135049538","0.195260095","0.234409597","0.234051294","0.127482752"
"TraesCS1A03G0054700.1","TraesCS1A02G024000","W08","0.794140952536224","0.000140766253508499","IPR046533","DUF6598","NA","NA","NA","NA","0.387145301","0.122715747","0.27340264","0.750970627","0.533881541","0.179136051"
"TraesCS1A03G0090500.1","TraesCS1A02G038100","W08","0.641618019859316","0.00549743018986026","IPR002119, IPR007125, IPR009072, IPR032454, IPR032458","Histone_H2A, Histone_H2A/H2B/H3, Histone-fold, Histone_H2A_C, Histone_H2A_CS","GO:0000786,GO:0005634,GO:0003677,GO:0030527,GO:0046982","nucleosome,nucleus,DNA binding,structural constituent of chromatin,protein heterodimerization activity","TO_0000492","leaf shape","4.866836552","0.344224678","1.181354873","0.655805376","0.257759645","0.105069762"
"TraesCS1A03G0143800.1","TraesCS1A02G059200","W08","0.801027066180544","0.000111433240079205","IPR006043, IPR045018","NCS2, Azg-like","GO:1904823,GO:0016021,GO:0005345,GO:0015854,GO:0015853","purine nucleobase transmembrane transport,integral component of membrane,purine nucleobase transmembrane transporter activity,guanine transport,adenine transport","NA","NA","2.849374457","0.531893617","1.779998797","0.993927638","1.826696686","1.074071547"
"TraesCS1A03G0144700.1","TraesCS1A02G059500","W08","0.747765814616749","0.000558019256748892","IPR000569, IPR011989, IPR016024, IPR035983, IPR045322","HECT_dom, ARM-like, ARM-type_fold, Hect_E3_ubiquitin_ligase, HECTD1/TRIP12-like","GO:0061630,GO:0043161,GO:0000209","ubiquitin protein ligase activity,proteasome-mediated ubiquitin-dependent protein catabolic process,protein polyubiquitination","TO_0000084, TO_0000276, TO_0000183, TO_0001013","root number, drought tolerance, other miscellaneous trait, lateral root number","0.215446377","0.115839718","0.420109774","0.45854362","0.168590823","0.015941541"
"TraesCS1A03G0148700.1","TraesCS1A02G061600","W08","0.55964045208763","0.0194916857348717","IPR002213, IPR035595","UDP_glucos_trans, UDP_glycos_trans_CS","GO:0008194","UDP-glycosyltransferase activity","TO_0000043, TO_0002639, TO_0006001, TO_0006002, TO_0000391, TO_0000276, TO_0000567, TO_0002661, TO_0020097, TO_0000181, TO_0000207","root morphology trait, shoot branching, salt tolerance, proline content, seed size, drought tolerance, tiller angle, seed maturation, stomatal opening, seed weight, plant height","0.166820455","0","0.184936678","0.320757282","0.164428125","0.035774136"
"TraesCS1A03G0175800.1","TraesCS1A02G072000","W08","0.606478647687669","0.00984904090309234","IPR006336, IPR011556, IPR014746, IPR035434","GCS2, Glut_cys_lig_pln_type, Gln_synth/guanido_kin_cat_dom, GCL_bact_plant","GO:0005524,GO:0009507,GO:0006750,GO:0004357","ATP binding,chloroplast,glutathione biosynthetic process,glutamate-cysteine ligase activity","72, TO_0000430","Grain hardness, germination rate","0.734442539","0.996659971","1.264898031","1.995928261","2.422644779","1.418850343"
"TraesCS1A03G0176200.1","TraesCS1A02G072200","W08","0.921870147164036","1.45088973515371e-07","IPR004636, IPR005814, IPR015421, IPR015422, IPR015424","AcOrn/SuccOrn_fam, Aminotrans_3, PyrdxlP-dep_Trfase_major, PyrdxlP-dep_Trfase_small, PyrdxlP-dep_Trfase","GO:0030170,GO:0042802,GO:0006526,GO:0003992","pyridoxal phosphate binding,identical protein binding,arginine biosynthetic process,N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity","TO_0000276, TO_0000707","drought tolerance, pericarp color","100.2854388","30.33296866","31.37004264","139.2351913","130.2532636","24.1171052"
"TraesCS1A03G0178600.1","TraesCS1A02G073200","W08","0.912610204878742","3.26986423113312e-07","IPR001611, IPR003591, IPR013210, IPR032675","Leu-rich_rpt, Leu-rich_rpt_typical-subtyp, LRR_N_plant-typ, LRR_dom_sf","GO:0016021,GO:0005515,GO:0016301,GO:0016310","integral component of membrane,protein binding,kinase activity,phosphorylation","TO_0000112, TO_0000303, TO_0002661","disease resistance, cold tolerance, seed maturation","1.377868198","0.901103901","0.802588133","2.487142238","2.510607721","0.896863144"
"TraesCS1A03G0191900.1","TraesCS1A02G078500","W08","0.680052825939552","0.00266676974540034","IPR001810, IPR013187, IPR017451, IPR036047","F-box_dom, F-box-assoc_dom_typ3, F-box-assoc_interact_dom, F-box-like_dom_sf","GO:0005515","protein binding","NA","NA","0.149165848","0","0.150818428","0.729780099","0.383650307","0"
