"ID","Previous_accession","moduleLabels","MM.22","p.MM.22","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0046100.1","TraesCS1A02G020300","W22","0.807889449348353","8.74923382923467e-05","IPR013591, IPR044532","Brevis_radix_dom, BRX-like","GO:0005634,GO:0046872","nucleus,metal ion binding","TO_0006017","meristem identity","0.157879651","0","0.234893788","0.120152313","0.520446447","1.243027556"
"TraesCS1A03G0218400.1","TraesCS1A02G090100","W22","0.80129066303596","0.000110421491706979","IPR002048, IPR011992, IPR018247, IPR039865","EF_hand_dom, EF-hand-dom_pair, EF_Hand_1_Ca_BS, PPP2R3C","GO:0005737,GO:0005509,GO:0000226,GO:0030865,GO:0035303","cytoplasm,calcium ion binding,microtubule cytoskeleton organization,cortical cytoskeleton organization,regulation of dephosphorylation","TO_0006001, TO_0000358, TO_0000183, TO_0000043","salt tolerance, female sterility, other miscellaneous trait, root morphology trait","1.90287664","1.745407482","2.520486633","2.687765869","3.97625417","5.404968582"
"TraesCS1A03G0260900.1","TraesCS1A02G108100","W22","0.773221756559859","0.000272396715602353","IPR000719, IPR001245, IPR008271, IPR011009, IPR017441, IPR024788, IPR045272","Prot_kinase_dom, Ser-Thr/Tyr_kinase_cat_dom, Ser/Thr_kinase_AS, Kinase-like_dom_sf, Protein_kinase_ATP_BS, Malectin-like_Carb-bd_dom, ANXUR1-like","GO:0018108,GO:0005524,GO:0004714,GO:0016021,GO:0046777,GO:0004674,GO:0005886","peptidyl-tyrosine phosphorylation,ATP binding,transmembrane receptor protein tyrosine kinase activity,integral component of membrane,protein autophosphorylation,protein serine/threonine kinase activity,plasma membrane","TO_0006036, TO_0000437","stem elongation, male sterility","2.449688459","3.175136817","4.625007179","4.53524414","6.291621025","8.457843137"
"TraesCS1A03G0417200.1","TraesCS1A02G155500","W22","0.722227932496503","0.0010597529803828","","","GO:0016021","integral component of membrane","TO_0006017","meristem identity","1.140482914","1.22493991","1.946289819","1.872717493","2.502174895","4.926645737"
"TraesCS1A03G0569500.1","TraesCS1A02G216300","W22","0.765878718284766","0.000338003490616447","IPR006578, IPR044822, IPR044823","MADF-dom, Myb_DNA-bind_4, ASIL1/2-like","GO:0005634,GO:0000976","nucleus,transcription cis-regulatory region binding","TO_0000360, TO_0000207, TO_0000043","leaf elongation rate, plant height, root morphology trait","3.182961148","3.536891781","4.481997336","4.396666466","6.094924693","8.214317605"
"TraesCS1A03G0721500.1","TraesCS1A02G286900","W22","0.927295393254111","8.59391491454475e-08","IPR002119, IPR007125, IPR009072, IPR032454, IPR032458","Histone_H2A, Histone_H2A/H2B/H3, Histone-fold, Histone_H2A_C, Histone_H2A_CS","GO:0000786,GO:0005634,GO:0003677,GO:0030527,GO:0046982","nucleosome,nucleus,DNA binding,structural constituent of chromatin,protein heterodimerization activity","TO_0000207","plant height","31.58930914","31.81603515","58.28983547","37.45351163","63.53133358","121.6253487"
"TraesCS1A03G0764100.1","TraesCS1A02G307800","W22","0.761014251733995","0.000388339143404829","IPR036047, IPR044809","F-box-like_dom_sf, AUF1-like","GO:0005515","protein binding","TO_0006019, TO_0000112, TO_0000310, TO_0000183, TO_0002657, TO_0000043, TO_0002681, TO_0020097","floral organ identity, disease resistance, self-incompatibility, other miscellaneous trait, oxidative stress, root morphology trait, leaf curling, stomatal opening","1.508592232","1.562664793","2.3065173","2.310876569","2.957362529","5.515324778"
"TraesCS1A03G0836300.1","TraesCS1A02G338500","W22","0.796922410706663","0.000128222182980818","IPR009097, IPR012386","Cyclic_Pdiesterase, Cyclic-nucl_3Pdiesterase","GO:0009187,GO:0004113","cyclic nucleotide metabolic process,2',3'-cyclic-nucleotide 3'-phosphodiesterase activity","NA","NA","0.42901145","0.537053333","0.958334092","0.896712439","1.211882061","2.034676888"
"TraesCS1A03G0873100.1","TraesCS1A02G356800","W22","0.756188498034349","0.000444297084579293","IPR000490, IPR012946, IPR017853, IPR044965","Glyco_hydro_17, X8, Glycoside_hydrolase_SF, Glyco_hydro_17_plant","GO:0005975,GO:0016021,GO:0042973,GO:0046658","carbohydrate metabolic process,integral component of membrane,glucan endo-1,3-beta-D-glucosidase activity,anchored component of plasma membrane","NA","NA","0.197407986","0.075540654","0.474682948","0.150712302","0.377846413","0.591914372"
"TraesCS1A03G0896100.1","TraesCS1A02G369300","W22","0.728843667332336","0.000903532564560012","IPR039313","HIT4","GO:1900034","regulation of cellular response to heat","NA","NA","0.018020621","0.041009759","0.134583585","0.213592169","0.172574029","0.225646597"
