"ID","Previous_accession","moduleLabels","MM.20","p.MM.20","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0023800.1","TraesCS1A02G008600","W19","0.610116918772808","0.00930042166430191","IPR001906, IPR005630, IPR008930, IPR008949, IPR034741, IPR036965, IPR044814","Terpene_synth_N, Terpene_synthase_metal-bd, Terpenoid_cyclase/PrenylTrfase, Isoprenoid_synthase_dom_sf, Terpene_cyclase-like_1_C, Terpene_synth_N_sf, Terpene_cyclase_plant_C1","GO:0000287,GO:0016102,GO:0010333","magnesium ion binding,diterpenoid biosynthetic process,terpene synthase activity","TO_0000355","heterosis","0.299723754","0.038823881","0","0","0.078275869","0.291499094"
"TraesCS1A03G0259300.1","TraesCS1A02G107100","W19","0.988850414264184","8.03358971640466e-14","IPR001000, IPR008979, IPR017853, IPR044846","GH10_dom, Galactose-bd-like_sf, Glycoside_hydrolase_SF, GH10","GO:0045493,GO:0110165,GO:0004553","xylan catabolic process,cellular anatomical entity,hydrolase activity, hydrolyzing O-glycosyl compounds","TO_0000043, TO_0000276, TO_0000707","root morphology trait, drought tolerance, pericarp color","1.728823327","0","0","0","0","0"
"TraesCS1A03G0267300.1","TraesCS1A02G110600","W19","0.992394748934054","4.60523571897106e-15","","","NA","NA","TO_0000207, TO_0000580","plant height, cytoplasmic male sterility","4.589634012","0","0","0","0","0"
"TraesCS1A03G0518600.1","TraesCS1A02G193400","W19","0.847727417908155","1.7310643021587e-05","IPR001356, IPR002913, IPR009057, IPR017970, IPR023393, IPR042160","Homeobox_dom, START_lipid-bd_dom, Homeobox-like_sf, Homeobox_CS, START-like_dom_sf, GLABRA2/ANL2/PDF2/ATML1-like","GO:0005634,GO:0000981,GO:0003677,GO:0008289,GO:0006357","nucleus,DNA-binding transcription factor activity, RNA polymerase II-specific,DNA binding,lipid binding,regulation of transcription by RNA polymerase II","TO_0000580, TO_0000137, TO_0000344, TO_0000598, TO_0000085, TO_0000437","cytoplasmic male sterility, days to heading, days to flowering trait, protein content, leaf rolling, male sterility","0.919580512","0.075917203","0.018185192","0.090053463","0.083677004","0.141540397"
"TraesCS1A03G0556900.1","TraesCS1A02G211100","W19","0.571305443150024","0.0165934152504594","IPR000960, IPR020946, IPR036188","Flavin_mOase, Flavin_mOase-like, FAD/NAD-bd_sf","GO:0004499,GO:0050660,GO:0050661","N,N-dimethylaniline monooxygenase activity,flavin adenine dinucleotide binding,NADP binding","NA","NA","2.520780724","0.377259731","0.094889091","0.73205046","2.142658995","0.977123922"
"TraesCS1A03G0573100.1","TraesCS1A02G217700","W19","0.849999682659652","1.55723933695243e-05","IPR001155, IPR013785, IPR045247","OxRdtase_FMN_N, Aldolase_TIM, Oye-like","GO:0010181,GO:0016491,GO:0006633,GO:0031408","FMN binding,oxidoreductase activity,fatty acid biosynthetic process,oxylipin biosynthetic process","NA","NA","2.411059333","0.069872472","0.063816454","0.205990978","0.114240112","0"
"TraesCS1A03G0596300.1","TraesCS1A02G229100","W19","0.838692572930911","2.59445659733322e-05","IPR000558, IPR007125, IPR009072","Histone_H2B, Histone_H2A/H2B/H3, Histone-fold","GO:0000786,GO:0005634,GO:0003677,GO:0030527,GO:0046982,GO:0006334","nucleosome,nucleus,DNA binding,structural constituent of chromatin,protein heterodimerization activity,nucleosome assembly","TO_0000036, TO_0006001, TO_0000183, TO_0000276, TO_0006036, TO_0000163, TO_0000253, TO_0006017, TO_0000259, TO_0000344, TO_0000115, TO_0000225, TO_0000043, TO_0000112","hybrid incompatibility, salt tolerance, other miscellaneous trait, drought tolerance, stem elongation, auxin sensitivity, seed dormancy, meristem identity, heat tolerance, days to flowering trait, root mass density, stamen number, root morphology trait, disease resistance","3.90412452","0.432141711","0.120299318","0.381609353","0.296912598","0.287624556"
"TraesCS1A03G0738200.1","TraesCS1A02G295900","W19","0.70295181928654","0.00164672388190149","IPR001841, IPR013083","Znf_RING, Znf_RING/FYVE/PHD","GO:0016020,GO:0061630,GO:0006511","membrane,ubiquitin protein ligase activity,ubiquitin-dependent protein catabolic process","NA","NA","28.45307439","12.27965426","11.00431316","11.32208269","9.270890084","15.61214465"
"TraesCS1A03G0766000.1","TraesCS1A02G309000","W19","0.957449968052395","1.68919617175853e-09","IPR001611, IPR013210, IPR032675","Leu-rich_rpt, LRR_N_plant-typ, LRR_dom_sf","GO:0005515,GO:0016301,GO:0016310","protein binding,kinase activity,phosphorylation","TO_0002657, TO_0000310, TO_0002625, TO_0000227, TO_0002637, TO_0000472, TO_0000492, TO_0006017, TO_0000104, TO_0002638, TO_0006038, TO_0000437, TO_0000194, TO_0006018, TO_0000207, TO_0000276, TO_0000112, TO_0000580, TO_0000043, TO_0006019, TO_0000541, TO_0006014, TO_0020097, TO_0000495, TO_0002692, TO_0006013, TO_0002628","oxidative stress, self-incompatibility, fruit size, root length, leaf size, vascular bundle number, leaf shape, meristem identity, floury endosperm, shoot meristem development, floral organ number, male sterility, globular embryo, organ identity, plant height, drought tolerance, disease resistance, cytoplasmic male sterility, root morphology trait, floral organ identity, leaf position, phyllotaxy, stomatal opening, chlorophyll content, root meristem development, carpel number, fruit shape","12.17993872","0.198553945","0","0","0","0.017373199"
"TraesCS1A03G0835500.1","TraesCS1A02G338000","W19","0.992575781531539","3.84597911028856e-15","","","NA","NA","TO_0000084, TO_0000207, TO_0001013","root number, plant height, lateral root number","11.98159076","0","0","0","0","0"
