"ID","Previous_accession","moduleLabels","MM.12","p.MM.12","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0063400.1","TraesCS1A02G027500","W12","0.582838921494675","0.0140717372918595","IPR046533","DUF6598","NA","NA","NA","NA","0.882391889","0.552083282","0.520196377","1.027619346","1.362111889","1.258671026"
"TraesCS1A03G0089500.1","TraesCS1A02G037700","W12","0.936772483998693","3.1003438655685e-08","IPR001106, IPR005922, IPR008948, IPR022313, IPR023144, IPR024083","Aromatic_Lyase, Phe_NH3-lyase, L-Aspartase-like, Phe/His_NH3-lyase_AS, Phe_NH3-lyase_shielding_dom_sf, Fumarase/histidase_N","GO:0006559,GO:0005737,GO:0045548,GO:0009800","L-phenylalanine catabolic process,cytoplasm,phenylalanine ammonia-lyase activity,cinnamic acid biosynthetic process","TO_0002673, TO_0000325, TO_0000598, TO_0000276, TO_0006019, TO_0000259, TO_0000255, TO_0000605, TO_0000731, TO_0000112, TO_0002657, TO_0006018","amino acid content, soluble protein content, protein content, drought tolerance, floral organ identity, heat tolerance, sheath blight disease resistance, hydrogen peroxide content, lignin content, disease resistance, oxidative stress, organ identity","2.400811849","0.347630555","0.400660319","6.599639818","11.54636247","0.629157062"
"TraesCS1A03G0089700.1","TraesCS1A02G037800","W12","0.970545479574666","1.11204388756948e-10","IPR001106, IPR005922, IPR008948, IPR022313, IPR023144, IPR024083","Aromatic_Lyase, Phe_NH3-lyase, L-Aspartase-like, Phe/His_NH3-lyase_AS, Phe_NH3-lyase_shielding_dom_sf, Fumarase/histidase_N","GO:0006559,GO:0005737,GO:0045548,GO:0009800","L-phenylalanine catabolic process,cytoplasm,phenylalanine ammonia-lyase activity,cinnamic acid biosynthetic process","TO_0006002, TO_0002673, TO_0000731, TO_0002699, TO_0000325, TO_0000259, TO_0006018, TO_0006019, TO_0000605, TO_0002657, TO_0000598, TO_0000255, TO_0000112","proline content, amino acid content, lignin content, lycopene content, soluble protein content, heat tolerance, organ identity, floral organ identity, hydrogen peroxide content, oxidative stress, protein content, sheath blight disease resistance, disease resistance","24.37309801","2.414352534","6.907861245","46.40026582","76.19235454","6.657063303"
"TraesCS1A03G0148800.2","TraesCS1A02G061700.2","W12","0.883495763204144","2.59010277927367e-06","IPR002213, IPR035595","UDP_glucos_trans, UDP_glycos_trans_CS","NA","NA","NA","NA","0.476021965","0.025019468","0","0.754206485","1.336200033","0.319995993"
"TraesCS1A03G0172200.1","TraesCS1A02G070200","W12","0.695572499283728","0.00193243217102059","IPR005123, IPR026992, IPR027443, IPR044861","Oxoglu/Fe-dep_dioxygenase, DIOX_N, IPNS-like_sf, IPNS-like_FE2OG_OXY","GO:0046872,GO:0051213","metal ion binding,dioxygenase activity","TO_0002657, TO_0000199, TO_0000319, TO_0000495, TO_0006002, TO_0000430, TO_0000071, TO_0000043, TO_0000537","oxidative stress, genic male sterility, rubisco content, chlorophyll content, proline content, germination rate, anthocyanin content, root morphology trait, flower color","3.671460069","1.621612423","6.695201316","12.69790911","17.24625738","7.257466952"
"TraesCS1A03G0215100.1","TraesCS1A02G088600","W12","0.889199965927194","1.80821322173311e-06","IPR006379, IPR006380, IPR012847, IPR013679, IPR023214, IPR032710, IPR036412","HAD-SF_hydro_IIB, SPP-like_dom, Sucrose_phosphatase_pln/cyn, SPP_C, HAD_sf, NTF2-like_dom_sf, HAD-like_sf","GO:0000287,GO:0050307,GO:0005986,GO:0016311","magnesium ion binding,sucrose-phosphate phosphatase activity,sucrose biosynthetic process,dephosphorylation","TO_0000276, TO_0000328, TO_0020116, TO_0020095, TO_0000707, TO_0000696, TO_0000291, TO_0006002, TO_0002699","drought tolerance, sucrose content, photochemical quenching, stomatal process related trait, pericarp color, starch content, carbohydrate content, proline content, lycopene content","7.142807811","2.513430232","4.27475794","9.5478478","18.07683144","3.417532171"
"TraesCS1A03G0230000.1","TraesCS1A02G094900","W12","0.907173912661936","5.05909466330074e-07","IPR001106, IPR005922, IPR008948, IPR022313, IPR024083","Aromatic_Lyase, Phe_NH3-lyase, L-Aspartase-like, Phe/His_NH3-lyase_AS, Fumarase/histidase_N","GO:0006559,GO:0005737,GO:0045548,GO:0009800","L-phenylalanine catabolic process,cytoplasm,phenylalanine ammonia-lyase activity,cinnamic acid biosynthetic process","TO_0000325, TO_0000259, TO_0000731, TO_0002657, TO_0002673, TO_0000112, TO_0006019, TO_0000605, TO_0006018, TO_0000004, TO_0000255, TO_0000598, TO_0000276, TO_0000437","soluble protein content, heat tolerance, lignin content, oxidative stress, amino acid content, disease resistance, floral organ identity, hydrogen peroxide content, organ identity, reversible male sterility, sheath blight disease resistance, protein content, drought tolerance, male sterility","7.584545216","2.11227306","0.80084349","14.19255191","45.54200796","5.052337292"
"TraesCS1A03G0528200.1","TraesCS1A02G196600","W12","0.837291968840202","2.75638499735963e-05","IPR004821, IPR014729, IPR041723, IPR045049","Cyt_trans-like, Rossmann-like_a/b/a_fold, CCT, Pcy1-like","GO:0004105,GO:0006657,GO:0031210","choline-phosphate cytidylyltransferase activity,CDP-choline pathway,phosphatidylcholine binding","NA","NA","4.644453203","2.881972496","3.172144215","5.454147707","9.155588838","4.602472725"
"TraesCS1A03G0550700.1","TraesCS1A02G208000","W12","0.75273521198994","0.000488330494935288","IPR005690, IPR006703, IPR024283, IPR027417, IPR045058","Toc86_159, G_AIG1, TOC159_MAD, P-loop_NTPase, GIMA/IAN/Toc","GO:0009707,GO:0016021,GO:0003924,GO:0005525,GO:0046872,GO:0045036","chloroplast outer membrane,integral component of membrane,GTPase activity,GTP binding,metal ion binding,protein targeting to chloroplast","TO_0000495, TO_0000183, TO_0000043","chlorophyll content, other miscellaneous trait, root morphology trait","2.408853442","1.50323045","2.189171512","2.834922087","4.251045503","3.325919013"
"TraesCS1A03G0637500.1","TraesCS1A02G246600","W12","0.883345191179059","2.61412981243395e-06","IPR001518, IPR014729, IPR018223, IPR023434, IPR024074","Arginosuc_synth, Rossmann-like_a/b/a_fold, Arginosuc_synth_CS, Arginosuc_synth_type_1_subfam, AS_cat/multimer_dom_body","GO:0005737,GO:0004055,GO:0005524,GO:0000050,GO:0000053,GO:0006526","cytoplasm,argininosuccinate synthase activity,ATP binding,urea cycle,argininosuccinate metabolic process,arginine biosynthetic process","TO_0000112, TO_0000567, TO_0000043","disease resistance, tiller angle, root morphology trait","21.26268808","9.351053866","8.452084637","15.03245041","30.589993","24.88503076"
