"ID","Previous_accession","moduleLabels","MM.10","p.MM.10","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0001700.1","TraesCS1A02G001100","W10","0.860501585699295","9.3287690395191e-06","","","NA","NA","NA","NA","0.036636744","0.320494258","0.050828359","0.013847537","0.005551946","0.00293282"
"TraesCS1A03G0002200.1","TraesCS1A02G001400","W10","0.954013452753569","2.9943580553585e-09","","","NA","NA","NA","NA","0.050041843","0.459240527","0.258337893","0.0143598","0.012751618","0.010999894"
"TraesCS1A03G0013400.1","TraesCS1A02G004400","W10","0.866775347754448","6.73299114020311e-06","IPR001356, IPR009057, IPR032001, IPR039276","Homeobox_dom, Homeobox-like_sf, SAWADEE_dom, SHH1/2","GO:0003682","chromatin binding","NA","NA","0.392099093","1.528467773","2.481540158","0.256909688","0","0"
"TraesCS1A03G0112200.1","TraesCS1A02G046800","W10","0.702569538304213","0.00166061781857655","IPR021298","CFAP298","GO:0016021,GO:0003352","integral component of membrane,regulation of cilium movement","NA","NA","0.97513536","1.49836403","1.749058134","0.902163809","1.363813888","1.373040246"
"TraesCS1A03G0127800.1","TraesCS1A02G051900","W10","0.874006919215216","4.52822236597644e-06","IPR027854","STMP1","GO:0016021","integral component of membrane","TO_0000084, TO_0000612, 61, TO_0001013","root number, grain density, Stem solidness, lateral root number","9.309599325","10.79248993","15.34926253","5.581061322","4.338298592","6.155863325"
"TraesCS1A03G0162100.7","TraesCS1A02G065700.7","W10","0.77442736651131","0.00026271867521663","IPR004181, IPR013083, IPR031141","Znf_MIZ, Znf_RING/FYVE/PHD, SIZ1/2_SP-RING","NA","NA","NA","NA","0.260783378","0.286521817","0.409128481","0.152824034","0.148825031","0.182837603"
"TraesCS1A03G0172300.1","TraesCS1A02G070300","W10","0.58014130354384","0.0146324811165388","IPR001623, IPR002939, IPR008971, IPR018253, IPR036869","DnaJ_domain, DnaJ_C, HSP40/DnaJ_pept-bd, DnaJ_domain_CS, J_dom_sf","GO:0051087,GO:0051085,GO:0005829,GO:0005783,GO:0051082","chaperone binding,chaperone cofactor-dependent protein refolding,cytosol,endoplasmic reticulum,unfolded protein binding","TO_0000207, TO_0006017, TO_0002637, TO_0000043","plant height, meristem identity, leaf size, root morphology trait","1.442549959","1.587316535","2.035229946","1.363864973","1.488947085","2.604315987"
"TraesCS1A03G0189700.1","TraesCS1A02G077500","W10","0.790825400627097","0.000157049288612552","IPR000222, IPR001932, IPR015655, IPR036457","PP2C_BS, PPM-type_phosphatase-like_dom, PP2C, PPM-type-like_dom_sf","GO:0046872,GO:0006470,GO:0017018","metal ion binding,protein dephosphorylation,myosin phosphatase activity","TO_0006019, TO_0002699, TO_0000598, TO_0006002, TO_0000207, TO_0000276, TO_0000429, TO_0006018, TO_0000050, TO_0006001, TO_0000043","floral organ identity, lycopene content, protein content, proline content, plant height, drought tolerance, salt sensitivity, organ identity, inflorescence branching, salt tolerance, root morphology trait","29.53163804","33.8431797","40.2535629","18.85272445","16.80919133","14.88535824"
"TraesCS1A03G0194200.1","TraesCS1A02G079900","W10","0.905199153883077","5.88955626686511e-07","IPR001951, IPR009072, IPR019809, IPR035425","Histone_H4, Histone-fold, Histone_H4_CS, CENP-T/H4_C","GO:0000786,GO:0005634,GO:0003677,GO:0030527,GO:0046982,GO:0006334","nucleosome,nucleus,DNA binding,structural constituent of chromatin,protein heterodimerization activity,nucleosome assembly","NA","NA","5.927693478","12.3161498","15.63877834","2.506238009","3.454853693","5.707119325"
"TraesCS1A03G0207900.1","TraesCS1A02G085800","W10","0.768713486397","0.000311268966578483","IPR005123, IPR026992, IPR027443, IPR044861","Oxoglu/Fe-dep_dioxygenase, DIOX_N, IPNS-like_sf, IPNS-like_FE2OG_OXY","GO:0016491,GO:0046872","oxidoreductase activity,metal ion binding","TO_0000360","leaf elongation rate","2.277225576","2.131732965","4.196986836","1.275195601","1.832076473","1.821393041"
"TraesCS1A03G0217300.1","TraesCS1A02G089400","W10","0.662482287793333","0.00375788982108064","IPR046533","DUF6598","NA","NA","NA","NA","0.338652105","0.735688386","0.233087338","0.122750334","0.235781281","0.394579142"
"TraesCS1A03G0255300.1","TraesCS1A02G105500","W10","0.605811178899707","0.00995242942904142","IPR006594, IPR006595, IPR013083, IPR013144, IPR024964, IPR044063, IPR045098","LisH, CTLH_C, Znf_RING/FYVE/PHD, CRA_dom, CTLH/CRA, ZF_RING_GID, Fyv10_fam","GO:0005634,GO:0043161,GO:0061630,GO:0005515,GO:0046872,GO:0005737,GO:0034657,GO:0016567","nucleus,proteasome-mediated ubiquitin-dependent protein catabolic process,ubiquitin protein ligase activity,protein binding,metal ion binding,cytoplasm,GID complex,protein ubiquitination","TO_0020055, TO_0000456, TO_0000207, TO_0000040, TO_0000344, TO_0000183, TO_0000469, TO_0000137","wheat stripe rust disease resistance, spikelet number, plant height, panicle length, days to flowering trait, other miscellaneous trait, days to maturity, days to heading","5.497796668","4.922364698","4.737057396","2.401793182","4.702647652","7.539102618"
"TraesCS1A03G0295500.1","TraesCS1A02G120500","W10","0.820718261682059","5.42156011135064e-05","","","NA","NA","NA","NA","27.08585225","49.04228974","21.42960486","20.28924057","27.14915918","36.83326041"
"TraesCS1A03G0304900.1","TraesCS1A02G123100","W10","0.767449623076782","0.000322961558092844","","","NA","NA","TO_0000580, TO_0000207","cytoplasmic male sterility, plant height","25.75268635","78.15959586","119.0483892","41.45529047","40.20345134","62.22710661"
"TraesCS1A03G0350800.1","TraesCS1A02G135300.3","W10","0.648675919833348","0.00484847973593486","IPR027417, IPR041677, IPR041679, IPR045055, IPR047187","P-loop_NTPase, DNA2/NAM7_AAA_11, DNA2/NAM7-like_C, DNA2/NAM7-like, SF1_C_Upf1","GO:0003723,GO:0004386","RNA binding,helicase activity","NA","NA","0.132330398","0.185191504","0.149557477","0.070912769","0.082295493","0.153078503"
"TraesCS1A03G0363000.1","TraesCS1A02G137500","W10","0.860460908098626","9.34803472194648e-06","IPR033244","MED32","GO:0016592,GO:0006355,GO:0009631,GO:0010150,GO:0048364","mediator complex,regulation of DNA-templated transcription,cold acclimation,leaf senescence,root development","TO_0002699, TO_0006002","lycopene content, proline content","0.264501504","0.4542793","0.544382442","0.16598315","0.239372675","0.424234148"
"TraesCS1A03G0365600.1","TraesCS1A02G137900","W10","0.842371966494874","2.20692151270982e-05","IPR005135, IPR036691","Endo/exonuclease/phosphatase, Endo/exonu/phosph_ase_sf","GO:0004535,GO:0090503,GO:0005634,GO:0005737,GO:0030014,GO:0000289","poly(A)-specific ribonuclease activity,RNA phosphodiester bond hydrolysis, exonucleolytic,nucleus,cytoplasm,CCR4-NOT complex,nuclear-transcribed mRNA poly(A) tail shortening","TO_0000207, 281, TO_0000137, TO_0000358, TO_0000456, TO_0000040, TO_0000344, TO_0000469","plant height, Common bunt spike incidence, days to heading, female sterility, spikelet number, panicle length, days to flowering trait, days to maturity","0.430753939","0.655321893","0.61430674","0.212770849","0.408036578","0.541824835"
"TraesCS1A03G0367900.2","TraesCS1A02G138200.2","W10","0.720841562261287","0.00109516140111864","IPR000182, IPR001487, IPR016181, IPR018359, IPR036427, IPR037800","GNAT_dom, Bromodomain, Acyl_CoA_acyltransferase, Bromodomain_CS, Bromodomain-like_sf, GCN5","NA","NA","NA","NA","0.091593104","0.213577772","0.102027078","0.055201804","0.094277033","0.131678176"
"TraesCS1A03G0426600.1","TraesCS1A02G157900","W10","0.769584537761762","0.000303417910832498","IPR007608","Senescence_reg_S40","NA","NA","TO_0000207","plant height","6.384276031","12.62185479","6.22196187","6.055485244","7.410601369","8.246251786"
"TraesCS1A03G0489900.2","TraesCS1A02G181900","W10","0.916713275891493","2.30773349872062e-07","IPR000719, IPR011009, IPR017441, IPR047173","Prot_kinase_dom, Kinase-like_dom_sf, Protein_kinase_ATP_BS, STRAD_A/B-like","NA","NA","TO_0006002, TO_0000430, TO_0000495","proline content, germination rate, chlorophyll content","0.724790749","1.720246888","0.829109709","0.413536999","0.45378614","0.960623118"
