"ID","Previous_accession","moduleLabels","MM.21","p.MM.21","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0277400.1","TraesCS1A02G113700","74","0.905683725308782","5.67568492355622e-07","IPR010820","DUF1421","GO:0008483,GO:0016846","transaminase activity,carbon-sulfur lyase activity","TO_0006017, TO_0006064, 281","meristem identity, rolled leaf, Common bunt spike incidence","1.378517542","0.694798093","3.532701781","1.978429823","2.321092289","3.545149353"
"TraesCS1A03G0427800.1","TraesCS1A02G158300","74","0.838970517709467","2.56329958826495e-05","","","NA","NA","TO_0000303, TO_0020095","cold tolerance, stomatal process related trait","7.315335379","3.306001121","8.044961845","4.344734784","7.887012036","10.66226559"
"TraesCS1A03G0869100.1","TraesCS1A02G354800","74","0.868588754557657","6.10876655775337e-06","IPR038944","OEP7-like","GO:0016021","integral component of membrane","NA","NA","1.684107313","1.482112318","12.46877201","4.436640135","5.172407347","8.668474632"
"TraesCS1B03G0533200.1","TraesCS1B02G179100","74","0.872701485543428","4.87291745199858e-06","IPR004127, IPR009053, IPR011599","Prefoldin_subunit_alpha, Prefoldin, PFD_alpha_archaea","GO:0005737,GO:0016272,GO:0051082,GO:0006355,GO:0006457","cytoplasm,prefoldin complex,unfolded protein binding,regulation of DNA-templated transcription,protein folding","TO_0000766, TO_0000276, TO_0006036, TO_0000135, TO_0000253, TO_0000241, TO_0000437, TO_0000207","petiole length, drought tolerance, stem elongation, leaf length, seed dormancy, leaf number, male sterility, plant height","2.013089341","0.438899424","2.804496209","1.299527853","1.987062012","3.616193863"
"TraesCS1B03G0544500.1","TraesCS1B02G184000","74","0.75739902558534","0.000429666582098482","IPR007493, IPR036758","DUF538, At5g01610-like","NA","NA","TO_0000495","chlorophyll content","5.317772277","5.175280736","11.91396787","3.603446404","7.076835588","10.60930991"
"TraesCS1B03G0611500.1","TraesCS1B02G209300","74","0.859202960006961","9.96074716458316e-06","IPR021013","ATPase_Vma12","GO:0005789,GO:0016021,GO:0070072","endoplasmic reticulum membrane,integral component of membrane,vacuolar proton-transporting V-type ATPase complex assembly","NA","NA","1.874329534","1.321650896","2.136865259","1.633250539","2.884317282","4.392567139"
"TraesCS1B03G0654200.1","TraesCS1B02G226600","74","0.71566297026286","0.00123617532579242","IPR007523, IPR034095, IPR036748","NDUFAF3/AAMDC, NDUF3, MTH938-like_sf","GO:0005634,GO:0005743,GO:0016021,GO:0032981","nucleus,mitochondrial inner membrane,integral component of membrane,mitochondrial respiratory chain complex I assembly","NA","NA","1.691270557","0.909815009","1.629075616","1.093826436","1.522146088","2.377892454"
"TraesCS1B03G0657200.1","TraesCS1B02G227900","74","0.846559277170998","1.82664732055049e-05","IPR024937, IPR043502","Domain_X, DNA/RNA_pol_sf","GO:0000373,GO:0005739,GO:1990904,GO:0007005,GO:0090615","Group II intron splicing,mitochondrion,ribonucleoprotein complex,mitochondrion organization,mitochondrial mRNA processing","TO_0000183","other miscellaneous trait","0.230575003","0.071282354","0.678781345","0.211632648","0.678266699","1.214105581"
"TraesCS1B03G0784400.1","TraesCS1B02G282700","74","0.860069669587761","9.53506558432686e-06","IPR046533","DUF6598","GO:0016021,GO:0004190,GO:0006508","integral component of membrane,aspartic-type endopeptidase activity,proteolysis","NA","NA","2.15562382","0.904020342","2.546614292","2.078312848","2.059558304","3.267721981"
"TraesCS1B03G0799600.1","TraesCS1B02G287200","74","0.876779637377506","3.86440328353844e-06","IPR001849, IPR011993","PH_domain, PH-like_dom_sf","GO:0032266","phosphatidylinositol-3-phosphate binding","TO_0006002, TO_0000430","proline content, germination rate","5.003586138","2.926208166","10.4062162","7.807093481","11.9756737","20.28812003"
"TraesCS1D03G0121800.1","TraesCS1D02G054900","74","0.853920302755454","1.29205500578949e-05","IPR012942, IPR040044","SRR1-like, SRR1L","GO:0005634,GO:0005737,GO:0007017","nucleus,cytoplasm,microtubule-based process","TO_0000919, TO_0000084, TO_0001007, TO_0000640, TO_0000135, TO_0006002, TO_0000227, TO_0000276, TO_0000207, TO_0000112, TO_0000430, TO_0002759","grain weight, root number, coleoptile length, total root number, leaf length, proline content, root length, drought tolerance, plant height, disease resistance, germination rate, grain number","5.150376683","2.616780328","8.763241558","4.85615224","6.289503282","7.534514778"
"TraesCS1D03G0309100.2","TraesCS1D02G129500.2","74","0.845930380920019","1.87993345329088e-05","IPR013766, IPR017937, IPR036249","Thioredoxin_domain, Thioredoxin_CS, Thioredoxin-like_sf","NA","NA","NA","NA","0.034763827","0","0.415467537","0.041311433","0.060352912","0.19629963"
"TraesCS1D03G0426100.1","TraesCS1D02G165400","74","0.710238155498895","0.00139960978548114","IPR001199, IPR036400","Cyt_B5-like_heme/steroid-bd, Cyt_B5-like_heme/steroid_sf","GO:0005783,GO:0005886,GO:0016021,GO:0005496","endoplasmic reticulum,plasma membrane,integral component of membrane,steroid binding","TO_0000492, TO_0002628, TO_0002672, TO_0001013, TO_0000225, TO_0006001, TO_0000071, TO_0000495, TO_0000437, TO_0000259, TO_0000652, TO_0000084, TO_0002639, TO_0020100, TO_0002637, TO_0000135, TO_0006019, TO_0000253, TO_0000241, TO_0000227, TO_0000391, TO_0000112, TO_0000183","leaf shape, fruit shape, auxin content, lateral root number, stamen number, salt tolerance, anthocyanin content, chlorophyll content, male sterility, heat tolerance, leaf necrosis, root number, shoot branching, nitrate uptake, leaf size, leaf length, floral organ identity, seed dormancy, leaf number, root length, seed size, disease resistance, other miscellaneous trait","68.53099976","43.30006002","61.82646522","45.30400892","67.63149917","101.7149848"
"TraesCS1D03G0525500.1","TraesCS1D02G208300","74","0.723029069365218","0.00103972622985787","IPR001810, IPR036047","F-box_dom, F-box-like_dom_sf","GO:0005515","protein binding","TO_0000084, TO_0001013","root number, lateral root number","1.631523468","0.913230161","2.667568975","1.286616714","1.985255178","2.276891325"
"TraesCS1D03G0732200.1","TraesCS1D02G307800","74","0.808272786280501","8.62941725064857e-05","IPR000426, IPR001353, IPR023332, IPR029055","Proteasome_asu_N, Proteasome_sua/b, Proteasome_alpha-type, Ntn_hydrolases_N","GO:0005634,GO:0005737,GO:0019773,GO:0010498,GO:0006511","nucleus,cytoplasm,proteasome core complex, alpha-subunit complex,proteasomal protein catabolic process,ubiquitin-dependent protein catabolic process","NA","NA","0.652828946","0.692695136","1.307489531","0.776247119","1.205388575","1.63939508"
"TraesCS1D03G0848300.1","TraesCS1D02G361600","74","0.724611274895751","0.00100109176926366","","","GO:0016020","membrane","TO_0000128, TO_0006036","harvest index, stem elongation","3.017634113","2.679491597","5.255989523","2.371336721","3.98713965","6.84775074"
"TraesCS2A03G0016000.1","TraesCS2A02G007300","74","0.812841310853214","7.30444956750318e-05","","","GO:0000276,GO:0016021,GO:0015078,GO:0006811,GO:0015986","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),integral component of membrane,proton transmembrane transporter activity,ion transport,proton motive force-driven ATP synthesis","NA","NA","13.54950851","9.588355924","24.83763499","10.59584126","15.78533311","20.19071214"
"TraesCS2A03G0068900.1","TraesCS2A02G035500","74","0.701702523649278","0.00169248635690666","IPR006139, IPR006140, IPR036291","D-isomer_2_OHA_DH_cat_dom, D-isomer_DH_NAD-bd, NAD(P)-bd_dom_sf","GO:0016616,GO:0051287","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,NAD binding","TO_0006017, TO_0000128","meristem identity, harvest index","0.247316778","0.288837865","0.628686912","0.489628093","0.521494645","0.67449279"
"TraesCS2A03G0134500.1","TraesCS2A02G069200","74","0.746137048002299","0.000582582204459857","IPR005996, IPR016082, IPR036919","Ribosomal_L30_bac-type, Ribosomal_L30_ferredoxin-like, L30_ferredoxin-like_sf","GO:0005739,GO:0015934,GO:0003735,GO:0006412","mitochondrion,large ribosomal subunit,structural constituent of ribosome,translation","NA","NA","5.790038602","4.584954649","10.78547001","6.831966909","8.069802754","12.21443699"
"TraesCS2A03G0187200.1","TraesCS2A02G092200","74","0.763439558371128","0.000362514995403876","IPR009798, IPR016533, IPR032710","Wun1-like, Wound-induced_1/12_sub, NTF2-like_dom_sf","GO:0016021","integral component of membrane","NA","NA","50.9109894","36.92604974","106.5368607","31.71354304","66.71775564","103.2456908"
"TraesCS2A03G0259200.1","TraesCS2A02G126100","74","0.935019022163515","3.78676808899766e-08","IPR000010, IPR018073, IPR027214, IPR046350","Cystatin_dom, Prot_inh_cystat_CS, Cystatin, Cystatin_sf","GO:0005576,GO:0004869,GO:0006952,GO:0010951","extracellular region,cysteine-type endopeptidase inhibitor activity,defense response,negative regulation of endopeptidase activity","TO_0000227","root length","5.506804192","3.968088608","26.99968363","11.31957356","13.57224423","24.17157239"
"TraesCS2A03G0309300.1","TraesCS2A02G150000","74","0.906982241206086","5.13503560447037e-07","IPR003594, IPR004358, IPR005467, IPR018955, IPR036784, IPR036890, IPR039028","HATPase_C, Sig_transdc_His_kin-like_C, His_kinase_dom, BCDHK/PDK_N, AK/P_DHK_N_sf, HATPase_C_sf, BCKD/PDK","GO:0009927,GO:0005524,GO:0010906,GO:0042803,GO:0005759,GO:0046777,GO:0004740","histidine phosphotransfer kinase activity,ATP binding,regulation of glucose metabolic process,protein homodimerization activity,mitochondrial matrix,protein autophosphorylation,pyruvate dehydrogenase (acetyl-transferring) kinase activity","TO_0006001, TO_0000112, TO_0000183, TO_0000128","salt tolerance, disease resistance, other miscellaneous trait, harvest index","1.419257786","0.562984172","4.793556113","1.704652041","2.220740086","5.213643476"
"TraesCS2A03G0505600.1","TraesCS2A02G229200","74","0.770285680993346","0.000297219022828666","IPR000008, IPR035892, IPR044562","C2_dom, C2_domain_sf, CAR1-11","GO:0005634,GO:0005886,GO:0009738","nucleus,plasma membrane,abscisic acid-activated signaling pathway","TO_0000479, TO_0000112, TO_0000043, TO_0000435, TO_0000696, TO_0001017, TO_0000615, TO_0000227, TO_0020097, TO_0000137, TO_0000276, TO_0000253, TO_0000180, TO_0006054, TO_0000183","acid sensitivity, disease resistance, root morphology trait, seed longevity, starch content, water use efficiency, abscisic acid sensitivity, root length, stomatal opening, days to heading, drought tolerance, seed dormancy, spikelet fertility, arsenic concentration, other miscellaneous trait","0.195076375","0","1.273885053","0.125527388","0.389882106","1.189685995"
"TraesCS2A03G0583400.1","TraesCS2A02G244000","74","0.685256875838476","0.00239877781488547","IPR000504, IPR012677, IPR025715, IPR035979","RRM_dom, Nucleotide-bd_a/b_plait_sf, FoP_C, RBD_domain_sf","GO:0006406,GO:0005634,GO:0003729","mRNA export from nucleus,nucleus,mRNA binding","TO_0002672, TO_0006020, TO_0000128, TO_0000183, TO_0000492, TO_0002657, TO_0000344","auxin content, shoot apical meristem development, harvest index, other miscellaneous trait, leaf shape, oxidative stress, days to flowering trait","0.544825144","0.41769419","0.496668715","0.467551672","0.674081128","0.874571824"
"TraesCS2A03G0678400.1","TraesCS2A02G273900","74","0.908169919101817","4.67975732848619e-07","IPR001684, IPR018261","Ribosomal_L27, Ribosomal_L27_CS","GO:0005737,GO:0005840,GO:0003735,GO:0006412","cytoplasm,ribosome,structural constituent of ribosome,translation","NA","NA","2.588320652","1.358908235","5.962300907","2.507143854","4.188452131","6.195704942"
"TraesCS2A03G0777500.1","TraesCS2A02G313300","74","0.72983774292845","0.000881798011063978","IPR044822, IPR044823","Myb_DNA-bind_4, ASIL1/2-like","GO:0005634,GO:0000976","nucleus,transcription cis-regulatory region binding","281","Common bunt spike incidence","1.397583833","1.193231769","2.949003287","1.102334903","1.963840495","2.572615528"
"TraesCS2A03G0950500.1","TraesCS2A02G394800","74","0.746764598034676","0.000573014130862004","","","NA","NA","TO_0000456, TO_0000040, TO_0000207","spikelet number, panicle length, plant height","1.26128386","0.988554345","3.25137915","1.366290559","2.348671893","1.915271358"
"TraesCS2A03G1066600.1","TraesCS2A02G450500","74","0.838790785864333","2.58341072033123e-05","","","NA","NA","TO_0000276","drought tolerance","30.16498361","13.00099948","64.81443255","22.70588183","31.77614236","37.96895724"
"TraesCS2A03G1161200.1","TraesCS2A02G497500","74","0.887400446742435","2.02944954587483e-06","","","GO:0016021","integral component of membrane","NA","NA","0.595788522","0.266148153","1.182897147","0.415858802","0.964819686","1.487138234"
"TraesCS2A03G1245800.1","TraesCS2A02G539800","74","0.884203243201248","2.47971402276637e-06","IPR000608, IPR016135, IPR023313","UBQ-conjugat_E2, UBQ-conjugating_enzyme/RWD, UBQ-conjugating_AS","GO:0005634,GO:0005524,GO:0061631,GO:0000209,GO:0006511","nucleus,ATP binding,ubiquitin conjugating enzyme activity,protein polyubiquitination,ubiquitin-dependent protein catabolic process","NA","NA","40.87757731","32.08875919","63.37555104","47.87468959","76.35484425","114.4935238"
"TraesCS2A03G1325300.1","TraesCS2A02G577100","74","0.919374826042969","1.82316451813382e-07","IPR001810, IPR036047","F-box_dom, F-box-like_dom_sf","GO:0005515","protein binding","TO_0020097, TO_0006019, TO_0002657, TO_0000112, TO_0002681, TO_0000310","stomatal opening, floral organ identity, oxidative stress, disease resistance, leaf curling, self-incompatibility","3.495948289","1.658066702","8.305785635","5.166369548","5.074771617","7.011946352"
"TraesCS2B03G0098800.1","TraesCS2B02G047500","74","0.873746902268371","4.59517051142048e-06","IPR043459","NFD6/NOXY2-like","NA","NA","NA","NA","1.907037592","0.869993254","2.758345412","1.824508684","2.195971026","3.545896441"
"TraesCS2B03G0297300.1","TraesCS2B02G122300","74","0.708162614661203","0.00146666290400159","","","GO:0016021","integral component of membrane","NA","NA","11.17638959","7.674706134","11.78165313","9.881442943","14.0594803","15.45801721"
"TraesCS2B03G0341600.1","TraesCS2B02G141200","74","0.875644662615843","4.12533381019999e-06","","","GO:0016021","integral component of membrane","TO_0000207, TO_0006019, TO_0006018","plant height, floral organ identity, organ identity","0.753960021","0.62785875","2.330468293","1.651583323","2.444989726","3.938568157"
"TraesCS2B03G0359800.1","TraesCS2B02G148900","74","0.88444194527814","2.44338648022908e-06","IPR040414","CID1/CID2","NA","NA","TO_0000112","disease resistance","124.3553598","33.43761841","340.9304358","194.011949","172.5692418","204.3200174"
