"ID","Previous_accession","moduleLabels","MM.11","p.MM.11","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0160500.1","TraesCS1A02G065400","W11","0.874093382568852","4.50614497701994e-06","IPR007230, IPR036903, IPR037665","Nup98_auto-Pept-S59_dom, Nup98_auto-Pept-S59_dom_sf, Nucleoporin_S59-like","GO:0005643,GO:0017056,GO:0006913,GO:0015031,GO:0051028","nuclear pore,structural constituent of nuclear pore,nucleocytoplasmic transport,protein transport,mRNA transport","TO_0000227, TO_0000183, TO_0000310","root length, other miscellaneous trait, self-incompatibility","0.652975473","0.340899553","2.64574761","5.182379976","2.264650211","0.640833567"
"TraesCS1A03G0167600.1","TraesCS1A02G068500","W11","0.842999846462471","2.14595928027675e-05","IPR011057, IPR045282","Mss4-like_sf, At4g08330-like","NA","NA","NA","NA","3.578221927","0.12385687","7.123162803","18.77984992","8.2426979","3.258261109"
"TraesCS1A03G0286200.1","TraesCS1A02G116600","W11","0.798513465268772","0.000121478754649403","","","GO:0016021","integral component of membrane","TO_0006036, TO_0000355","stem elongation, heterosis","3.315513923","1.906668696","5.404890032","4.339123876","5.204874744","5.287406089"
"TraesCS1A03G0353100.1","TraesCS1A02G135800","W11","0.792854208614318","0.000146908569143945","IPR005651","Trm112-like","NA","NA","NA","NA","2.114680545","0.951174938","4.30788171","2.6241307","1.733801158","2.254916844"
"TraesCS1A03G0426100.1","TraesCS1A02G157800","W11","0.606596595481063","0.00983086046406347","IPR021825","RETICULATA-related","GO:0031969","chloroplast membrane","NA","NA","0.232770329","0.091056251","0.56566226","0.543339292","0.0833777","0.608677414"
"TraesCS1A03G0488100.1","TraesCS1A02G181100","W11","0.857038949396275","1.10946763122787e-05","IPR007493, IPR036758","DUF538, At5g01610-like","NA","NA","TO_0006036","stem elongation","3.627314584","4.115295229","18.50954768","18.39987459","9.234688314","7.820054738"
"TraesCS1A03G0526600.1","TraesCS1A02G195900","W11","0.570572857233418","0.0167648191877399","IPR000757, IPR010713, IPR013320, IPR016455, IPR044791","GH16, XET_C, ConA-like_dom_sf, XTH, Beta-glucanase/XTH","GO:0048046,GO:0005618,GO:0071555,GO:0004553,GO:0016762,GO:0010411,GO:0042546","apoplast,cell wall,cell wall organization,hydrolase activity, hydrolyzing O-glycosyl compounds,xyloglucan:xyloglucosyl transferase activity,xyloglucan metabolic process,cell wall biogenesis","TO_0000993, TO_0006001, TO_0000043, TO_0006069","cellulose content, salt tolerance, root morphology trait, DSDS50","2.706998136","3.488778068","6.680867362","5.180912116","4.57427628","6.121765019"
"TraesCS1A03G0600500.1","TraesCS1A02G231200","W11","0.849162862162922","1.61944659265793e-05","IPR001471, IPR016177, IPR036955, IPR044808","AP2/ERF_dom, DNA-bd_dom_sf, AP2/ERF_dom_sf, ERF_plant","GO:0003677,GO:0003700,GO:0006355,GO:0009873","DNA binding,DNA-binding transcription factor activity,regulation of DNA-templated transcription,ethylene-activated signaling pathway","TO_0006017, TO_0006018, TO_0000112, TO_0002661, TO_0000276, TO_0000180, TO_0006019, TO_0000371, TO_0000043, TO_0000522;TO_0000523, TO_0002657, TO_0006036, TO_0000253, TO_0000397, TO_0000290, TO_0000207, TO_0000241, TO_0000734, TO_0006001, TO_0000173, TO_0000437, TO_0000181, TO_0000183, TO_0001051","meristem identity, organ identity, disease resistance, seed maturation, drought tolerance, spikelet fertility, floral organ identity, yield trait, root morphology trait, stomatal resistance, oxidative stress, stem elongation, seed dormancy, grain size, flavonoid content, plant height, leaf number, grain length, salt tolerance, ethylene sensitivity, male sterility, seed weight, other miscellaneous trait, root hair density","4.496637084","2.389834897","41.4407097","28.6093957","14.09601195","1.780249046"
"TraesCS1A03G0606500.1","TraesCS1A02G233700","W11","0.832880080186171","3.32351924016594e-05","IPR003231, IPR006162, IPR009081, IPR036736","Acyl_carrier, Ppantetheine_attach_site, PP-bd_ACP, ACP-like_sf","GO:0005747,GO:0005759,GO:0000035,GO:0000036,GO:0008137,GO:0008483,GO:0016846,GO:0046872,GO:0006120,GO:0006633","mitochondrial respiratory chain complex I,mitochondrial matrix,acyl binding,acyl carrier activity,NADH dehydrogenase (ubiquinone) activity,transaminase activity,carbon-sulfur lyase activity,metal ion binding,mitochondrial electron transport, NADH to ubiquinone,fatty acid biosynthetic process","TO_0000183","other miscellaneous trait","7.046408387","4.421849417","8.69126441","6.567084756","9.307906644","10.87948813"
"TraesCS1A03G0607900.1","TraesCS1A02G234300","W11","0.770033792223057","0.00029943371228859","IPR001574, IPR016138, IPR017989, IPR036041","Ribosome_inactivat_prot, Ribosome_inactivat_prot_sub1, Ribosome_inactivat_1/2, Ribosome-inact_prot_sf","GO:0003723,GO:0030598,GO:0090729,GO:0006952,GO:0017148,GO:0035821","RNA binding,rRNA N-glycosylase activity,toxin activity,defense response,negative regulation of translation,modulation of process of another organism","NA","NA","0.515335152","0.292026399","4.746206353","3.906084729","0.987612996","0.101951253"
"TraesCS1A03G0653100.1","TraesCS1A02G254000","W11","0.795984762304966","0.00013234144568712","IPR001128, IPR002401, IPR036396","Cyt_P450, Cyt_P450_E_grp-I, Cyt_P450_sf","GO:0016021,GO:0004497,GO:0005506,GO:0016705,GO:0020037","integral component of membrane,monooxygenase activity,iron ion binding,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding","TO_0006017, TO_0000428","meristem identity, callus induction","1.715609555","0.633958866","2.39394704","1.434751918","1.55466948","2.144108858"
"TraesCS1A03G0703000.1","TraesCS1A02G278500","W11","0.787367626560506","0.000175684793775482","","","NA","NA","TO_0006002, TO_0000430","proline content, germination rate","4.011492163","2.137303157","7.865995577","4.516376463","5.301428269","3.362304224"
"TraesCS1A03G0770600.1","TraesCS1A02G310500","W11","0.861382972112738","8.91953406107859e-06","IPR001128, IPR002401, IPR017972, IPR036396","Cyt_P450, Cyt_P450_E_grp-I, Cyt_P450_CS, Cyt_P450_sf","GO:0005506,GO:0016021,GO:0016709,GO:0020037","iron ion binding,integral component of membrane,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen,heme binding","TO_0000731, TO_0000112","lignin content, disease resistance","6.324209554","3.2045246","13.10042687","15.24175681","22.88636626","16.90424484"
"TraesCS1A03G0847500.1","TraesCS1A02G344000","W11","0.864596359969886","7.55408255907268e-06","IPR000023, IPR012004, IPR022953, IPR035966","Phosphofructokinase_dom, PyroP-dep_PFK_TP0108, ATP_PFK, PKF_sf","GO:0005524,GO:0046872,GO:0005737,GO:0006002,GO:0061615,GO:0003872","ATP binding,metal ion binding,cytoplasm,fructose 6-phosphate metabolic process,glycolytic process through fructose-6-phosphate,6-phosphofructokinase activity","TO_0000183, TO_0000043","other miscellaneous trait, root morphology trait","4.66259559","4.766391616","18.52002748","13.27073793","12.78013925","17.78231666"
"TraesCS1A03G0851400.1","TraesCS1A02G346500","W11","0.8779908234155","3.60159292701561e-06","IPR000571, IPR045234","Znf_CCCH, Unkempt-like","GO:0046872","metal ion binding","TO_0002661, TO_0000190, TO_0006002, TO_0000430, TO_0000276, TO_0000253","seed maturation, seed coat color, proline content, germination rate, drought tolerance, seed dormancy","1.009024844","0.349763774","8.3995114","2.570533958","1.090523028","1.398415148"
"TraesCS1A03G0866300.1","TraesCS1A02G353400","W11","0.863398398457394","8.04070169881091e-06","IPR001223, IPR017853, IPR045321","Glyco_hydro18_cat, Glycoside_hydrolase_SF, Cts1-like","GO:0045493,GO:0016798","xylan catabolic process,hydrolase activity, acting on glycosyl bonds","NA","NA","0.443256521","0.102610094","7.0180154","5.379321285","1.22188463","0"
