"ID","Previous_accession","moduleLabels","MM.13","p.MM.13","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0041900.1","TraesCS1A02G017900","W13","0.904718959164043","6.10826255561149e-07","IPR000719, IPR008271, IPR011009, IPR017441, IPR025287, IPR045874","Prot_kinase_dom, Ser/Thr_kinase_AS, Kinase-like_dom_sf, Protein_kinase_ATP_BS, WAK_GUB, LRK10-like","GO:0016021,GO:0004672,GO:0005524,GO:0030247,GO:0006468","integral component of membrane,protein kinase activity,ATP binding,polysaccharide binding,protein phosphorylation","TO_0000112","disease resistance","2.07535919","0.472849734","0.251396855","1.663994131","2.167767932","2.435812535"
"TraesCS1A03G0060600.1","TraesCS1A02G026200","W13","0.909905125012614","4.07690346098387e-07","IPR002182, IPR027417, IPR038005, IPR039203, IPR041118, IPR042197","NB-ARC, P-loop_NTPase, RX-like_CC, RPW8-like, Rx_N, Apaf_helical","GO:0043531,GO:0006952","ADP binding,defense response","TO_0000276, TO_0000430, TO_0000227","drought tolerance, germination rate, root length","0.611117603","0.262991463","0.058196489","0.404958684","1.629254805","1.389765524"
"TraesCS1A03G0100900.1","TraesCS1A02G042500","W13","0.636163329695641","0.00604548908918367","IPR001623, IPR024593, IPR036869","DnaJ_domain, DUF3444, J_dom_sf","GO:0005783,GO:0003677","endoplasmic reticulum,DNA binding","TO_0000396, TO_0002661, TO_0000183","grain yield trait, seed maturation, other miscellaneous trait","0.093934219","0.109615626","0.173297489","0.117323033","0.115318955","0.153574164"
"TraesCS1A03G0192800.1","TraesCS1A02G078700","W13","0.831420176443609","3.5316562049467e-05","","","GO:0016021","integral component of membrane","NA","NA","0.161481854","0.040151361","0.060439437","0.077614654","0.12156565","0.315648478"
"TraesCS1A03G0266900.1","TraesCS1A02G110400","W13","0.738437827282306","0.000711184173462365","IPR011598, IPR036638, IPR045847, IPR045865","bHLH_dom, HLH_DNA-bd_sf, AIG1-like, ACT-like_dom_sf","GO:0005634,GO:0003700,GO:0046983,GO:0006355","nucleus,DNA-binding transcription factor activity,protein dimerization activity,regulation of DNA-templated transcription","TO_0006019, TO_0000276, TO_0006018","floral organ identity, drought tolerance, organ identity","3.751429619","0.655766671","0.371462455","1.058852843","1.317740639","1.874219394"
"TraesCS1A03G0293500.1","TraesCS1A02G119300","W13","0.709155675000553","0.0014342586151514","IPR002213, IPR035595","UDP_glucos_trans, UDP_glycos_trans_CS","GO:0080043,GO:0080044","quercetin 3-O-glucosyltransferase activity,quercetin 7-O-glucosyltransferase activity","TO_0000430, TO_0002639, TO_0002657, TO_0006001, TO_0000112, TO_0000437, TO_0000435","germination rate, shoot branching, oxidative stress, salt tolerance, disease resistance, male sterility, seed longevity","3.317403096","0.888875739","0.862746404","0.773640774","2.763180476","6.671095547"
"TraesCS1A03G0323800.1","TraesCS1A02G129100","W13","0.807340648967398","8.92320287433543e-05","IPR000554","Ribosomal_S7e","GO:0032040,GO:0003735,GO:0022627,GO:0042274,GO:0006364,GO:0006412","small-subunit processome,structural constituent of ribosome,cytosolic small ribosomal subunit,ribosomal small subunit biogenesis,rRNA processing,translation","TO_0000249, TO_0000183, TO_0000469, TO_0000516","leaf senescence trait, other miscellaneous trait, days to maturity, relative root length","24.12429332","6.964417687","14.38885447","20.2756141","27.58013197","34.41088759"
"TraesCS1A03G0385100.1","TraesCS1A02G143200","W13","0.868615820212797","6.09983655119783e-06","IPR046533","DUF6598","NA","NA","TO_0020055, TO_0000194","wheat stripe rust disease resistance, globular embryo","1.305452133","0.564241791","0.312319045","1.343169492","3.088041555","3.152845379"
"TraesCS1A03G0527100.1","TraesCS1A02G196100","W13","0.787206173902066","0.000176598325350819","IPR005150, IPR013083, IPR029044","Cellulose_synth, Znf_RING/FYVE/PHD, Nucleotide-diphossugar_trans","GO:0051753,GO:0097502,GO:0016021,GO:0016760,GO:0030244,GO:0009833,GO:0005886","mannan synthase activity,mannosylation,integral component of membrane,cellulose synthase (UDP-forming) activity,cellulose biosynthetic process,plant-type primary cell wall biogenesis,plasma membrane","TO_0000004, TO_0000707, TO_0000207, TO_0000437, TO_0006002, TO_0000276, TO_0002699","reversible male sterility, pericarp color, plant height, male sterility, proline content, drought tolerance, lycopene content","0.269547234","0.155126521","0.058273724","0.54951118","0.423535971","0.231037396"
"TraesCS1A03G0527200.1","TraesCS1A02G196200","W13","0.630767666685023","0.00663005281430367","IPR002885, IPR011990","Pentatricopeptide_repeat, TPR-like_helical_dom_sf","GO:0003824,GO:0005515,GO:0009058","catalytic activity,protein binding,biosynthetic process","TO_0000580, TO_0000437","cytoplasmic male sterility, male sterility","0.106973574","0.287853471","0.175344763","0.08332098","0.137195632","0.346819057"
"TraesCS1A03G0571900.1","TraesCS1A02G216900","W13","0.672469921288226","0.00310056035159052","IPR004087, IPR004088, IPR036612","KH_dom, KH_dom_type_1, KH_dom_type_1_sf","GO:0005634,GO:0005737,GO:0016021,GO:0010468,GO:0003729","nucleus,cytoplasm,integral component of membrane,regulation of gene expression,mRNA binding","TO_0006019, TO_0000598, TO_0002700, TO_0000580, TO_0001015, TO_0001017, TO_0000615, TO_0000138, TO_0000431, TO_0000259, TO_0002657, TO_0000496, TO_0006018, TO_0000276, TO_0020078, TO_0000043, TO_0000541, TO_0000269, TO_0000183, TO_0000919, TO_0006001, TO_0000479, TO_0000495, TO_0002617, TO_0000188, TO_0006002, TO_0001027, TO_0000112, TO_0000522;TO_0000523, TO_0000315, TO_0001018, TO_0000071, TO_0000437, TO_0020097, TO_0000435, TO_0000344, TO_0002643","floral organ identity, protein content, pungency, cytoplasmic male sterility, photosynthetic rate, water use efficiency, abscisic acid sensitivity, brown rice protein, ear length, heat tolerance, oxidative stress, carotenoid content, organ identity, drought tolerance, zeaxanthin content, root morphology trait, leaf position, 100-grain weight, other miscellaneous trait, grain weight, salt tolerance, acid sensitivity, chlorophyll content, fruit color, drought sensitivity, proline content, net photosynthetic rate, disease resistance, stomatal resistance, bacterial disease resistance, transpiration rate, anthocyanin content, male sterility, stomatal opening, seed longevity, days to flowering trait, carbon isotope discrimination","1.213154069","1.400077116","0.692060428","1.005006894","1.778623685","2.667840696"
"TraesCS1A03G0585800.1","TraesCS1A02G223900","W13","0.703561450053202","0.00162476457926645","IPR000504, IPR001623, IPR012677, IPR035979, IPR036869","RRM_dom, DnaJ_domain, Nucleotide-bd_a/b_plait_sf, RBD_domain_sf, J_dom_sf","GO:0003723,GO:0005783","RNA binding,endoplasmic reticulum","NA","NA","1.390087946","1.412591836","0.647942916","1.328364836","1.908227166","3.176470343"
"TraesCS1A03G0693600.1","TraesCS1A02G274800","W13","0.918847142488117","1.91159130666655e-07","IPR003613, IPR013083, IPR045185, IPR045210","Ubox_domain, Znf_RING/FYVE/PHD, PUB22/23/24-like, RING-Ubox_PUB","GO:0061630,GO:0016567","ubiquitin protein ligase activity,protein ubiquitination","TO_0000522;TO_0000523, TO_0000276, TO_0000344, TO_0000310, TO_0000043","stomatal resistance, drought tolerance, days to flowering trait, self-incompatibility, root morphology trait","1.793951162","0.856712264","0.648931215","1.464763586","3.957764785","3.447729392"
"TraesCS1A03G0768300.1","TraesCS1A02G309500","W13","0.834264939145103","3.13576300198194e-05","IPR002182, IPR027417, IPR032675, IPR041118, IPR042197, IPR044974","NB-ARC, P-loop_NTPase, LRR_dom_sf, Rx_N, Apaf_helical, Disease_R_plants","GO:0043531,GO:0006952","ADP binding,defense response","TO_0000707, TO_0006002, TO_0002699, TO_0000276","pericarp color, proline content, lycopene content, drought tolerance","0.720333802","0.293678505","0.317150902","0.830701601","2.819218603","1.121136929"
"TraesCS1A03G0823500.1","TraesCS1A02G331800","W13","0.843780901585066","2.07212127876115e-05","IPR001173, IPR029044","Glyco_trans_2-like, Nucleotide-diphossugar_trans","GO:0000139,GO:0016021,GO:0016757,GO:0071555","Golgi membrane,integral component of membrane,glycosyltransferase activity,cell wall organization","TO_0000707, TO_0000276","pericarp color, drought tolerance","0.905405137","0.636136469","0.598618062","0.953511266","1.515076415","1.465640554"
"TraesCS1A03G0951000.1","TraesCS1A02G390200","W13","0.749881423130942","0.000527404514464875","IPR000270, IPR003311, IPR033389","PB1_dom, AUX_IAA, AUX/IAA_dom","GO:0005634,GO:0005515,GO:0006355,GO:0009734","nucleus,protein binding,regulation of DNA-templated transcription,auxin-activated signaling pathway","TO_0006030, TO_0000514, TO_0000257, TO_0006017","spikelet meristem identity, potassium uptake, root branching, meristem identity","8.748025497","1.130757094","1.807991337","4.265729817","5.78499092","4.941600005"
"TraesCS1A03G1054700.1","TraesCS1A02G434400","W13","0.788673393751962","0.000168440972093854","","","NA","NA","TO_0020055, TO_0000194","wheat stripe rust disease resistance, globular embryo","1.251156104","0.274268344","0.478003725","0.851338137","0.802630132","0.934013963"
"TraesCS1B03G0184000.1","TraesCS1B02G072000","W13","0.871760437993065","5.13503540247467e-06","IPR009606","DEAL/Modifying_wall_lignin1/2","GO:0016021","integral component of membrane","NA","NA","2.310424633","1.415938373","0.162801892","1.189542919","1.68380454","2.962040722"
"TraesCS1B03G0282900.1","TraesCS1B02G105100","W13","0.896142340408352","1.1363915892572e-06","IPR011687","Nop53/GLTSCR2","GO:0005654,GO:0005730,GO:0008097,GO:0000027,GO:0000460,GO:0010971,GO:0051781","nucleoplasm,nucleolus,5S rRNA binding,ribosomal large subunit assembly,maturation of 5.8S rRNA,positive regulation of G2/M transition of mitotic cell cycle,positive regulation of cell division","TO_0000183, TO_0000598, TO_0000276, TO_0000281","other miscellaneous trait, protein content, drought tolerance, metabolite content trait","0.512543142","0.345912174","0.174976347","0.659818193","1.609819259","1.841558607"
"TraesCS1B03G0321600.1","TraesCS1B02G118200","W13","0.928396597885161","7.68938818260897e-08","IPR002048, IPR011992, IPR018247, IPR039865","EF_hand_dom, EF-hand-dom_pair, EF_Hand_1_Ca_BS, PPP2R3C","GO:0005737,GO:0005509,GO:0000226,GO:0030865,GO:0035303","cytoplasm,calcium ion binding,microtubule cytoskeleton organization,cortical cytoskeleton organization,regulation of dephosphorylation","TO_0000043, TO_0000183, TO_0006001","root morphology trait, other miscellaneous trait, salt tolerance","0.434191941","0.218159594","0.231202698","0.725688672","1.053106194","1.524141438"
"TraesCS1B03G0343800.1","TraesCS1B02G126100","W13","0.894356269513412","1.28452967152125e-06","IPR005788, IPR011679, IPR013766, IPR017937, IPR036249, IPR036356","Disulphide_isomerase, ERp29_C, Thioredoxin_domain, Thioredoxin_CS, Thioredoxin-like_sf, ERp29_C_sf","GO:0005576,GO:0005783,GO:0003756,GO:0006457,GO:0009553,GO:0009567,GO:0009793,GO:0034976,GO:0048868","extracellular region,endoplasmic reticulum,protein disulfide isomerase activity,protein folding,embryo sac development,double fertilization forming a zygote and endosperm,embryo development ending in seed dormancy,response to endoplasmic reticulum stress,pollen tube development","TO_0000344, TO_0000137, TO_0020055, TO_0000469","days to flowering trait, days to heading, wheat stripe rust disease resistance, days to maturity","2.153326335","0.708392312","0.308241688","2.286930372","6.031788418","7.971956891"
"TraesCS1B03G0528300.1","TraesCS1B02G177300","W13","0.8449327374093","1.96716467794939e-05","IPR003774, IPR036249","UPF0301, Thioredoxin-like_sf","NA","NA","TO_0000194, 72, TO_0002759","globular embryo, Grain hardness, grain number","0.163311731","0.109032638","0.016836235","0.094389419","0.169254476","0.25526975"
