"ID","Previous_accession","moduleLabels","MM.09","p.MM.09","Interpro.ID","Interpro.Short.Description","GO","GO_term","Ontology.Term","Preferred.Name","SP_d3","SP_d7","R12_d7","R34_d7","R56_d7","R78_d7"
"TraesCS1A03G0038300.1","TraesCS1A02G016100","W09","0.870550132099448","5.48972042506595e-06","IPR000719, IPR000858, IPR001480, IPR003609, IPR008271, IPR011009, IPR017441, IPR024171, IPR036426","Prot_kinase_dom, S_locus_glycoprot_dom, Bulb-type_lectin_dom, Pan_app, Ser/Thr_kinase_AS, Kinase-like_dom_sf, Protein_kinase_ATP_BS, SRK-like_kinase, Bulb-type_lectin_dom_sf","GO:0005524,GO:0004712,GO:0048544,GO:0016021,GO:0004674,GO:0006468,GO:0106310","ATP binding,protein serine/threonine/tyrosine kinase activity,recognition of pollen,integral component of membrane,protein serine/threonine kinase activity,protein phosphorylation,protein serine kinase activity","TO_0000430, TO_0000227, TO_0000004, TO_0000112, TO_0000276, TO_0000437, TO_0000310","germination rate, root length, reversible male sterility, disease resistance, drought tolerance, male sterility, self-incompatibility","5.522182119","4.938003","0.269040437","3.019243171","2.702246717","0.629884632"
"TraesCS1A03G0056500.1","TraesCS1A02G024600","W09","0.780238770155135","0.000220000729628185","IPR008598, IPR027935, IPR033347","Di19_Zn-bd, Di19_C, DI19","NA","NA","TO_0000112","disease resistance","1.93861345","0.304790835","0.335950688","1.57944699","1.572310914","0.221749383"
"TraesCS1A03G0130200.1","TraesCS1A02G053000","W09","0.925604291950806","1.01604945831658e-07",NA,NA,"GO:0048046,GO:0030145","apoplast,manganese ion binding","NA","NA","9.242754361","4.237248152","0.587807914","8.65162667","4.905620653","0.039630429"
"TraesCS1A03G0138700.1","TraesCS1A02G056700","W09","0.778755216464559","0.000230309425807365","IPR006121, IPR042885","HMA_dom, HIP47","NA","NA","TO_0000227, TO_0000430, TO_0000276","root length, germination rate, drought tolerance","3.973590685","0.596461953","0.340965106","2.149658385","2.819208869","0.239650015"
"TraesCS1A03G0138800.1","TraesCS1A02G056800","W09","0.91458811241305","2.77022061169055e-07","IPR006121, IPR042885","HMA_dom, HIP47","NA","NA","TO_0000004, TO_0000276, TO_0000437","reversible male sterility, drought tolerance, male sterility","3.94000378","1.990697235","0","4.015739013","2.341263094","0"
"TraesCS1A03G0186700.1","TraesCS1A02G076500","W09","0.744551697650752","0.00060734608177342","IPR002182, IPR027417, IPR038005, IPR041118, IPR044974","NB-ARC, P-loop_NTPase, RX-like_CC, Rx_N, Disease_R_plants","GO:0043531,GO:0006952","ADP binding,defense response","TO_0000276","drought tolerance","1.465950225","0.233965189","0.073820829","0.172782874","0.226422292","0.113161908"
"TraesCS1A03G0217500.1","TraesCS1A02G089500","W09","0.894264146590853","1.29259770785562e-06","IPR005123, IPR026992, IPR027443, IPR044861","Oxoglu/Fe-dep_dioxygenase, DIOX_N, IPNS-like_sf, IPNS-like_FE2OG_OXY","GO:0016491,GO:0046872","oxidoreductase activity,metal ion binding","NA","NA","43.93622605","20.03914571","1.897900096","11.87226093","32.35887272","9.7231703"
"TraesCS1A03G0217800.1","TraesCS1A02G089700","W09","0.899220887698111","9.1520347528417e-07","IPR000467, IPR022783, IPR045211","G_patch_dom, GCFC_dom, TFP11/STIP/Ntr1","GO:0003676,GO:0000390","nucleic acid binding,spliceosomal complex disassembly","NA","NA","4.476668628","1.644064407","0","1.166201298","0.411407908","0"
"TraesCS1A03G0252300.1","TraesCS1A02G104300","W09","0.765802615818055","0.00033874678521666","IPR000823, IPR002016, IPR010255, IPR019793, IPR033905","Peroxidase_pln, Haem_peroxidase, Haem_peroxidase_sf, Peroxidases_heam-ligand_BS, Secretory_peroxidase","GO:0005576,GO:0004601,GO:0020037,GO:0046872,GO:0006979,GO:0042744,GO:0098869","extracellular region,peroxidase activity,heme binding,metal ion binding,response to oxidative stress,hydrogen peroxide catabolic process,cellular oxidant detoxification","TO_0000495, TO_0000430, TO_0001013, TO_0000227, TO_0001017, TO_0000303, TO_0000325, TO_0006001, TO_0006002, TO_0006036, TO_0000131, TO_0000207, TO_0001027, TO_0000434, TO_0000040, TO_0000078, TO_0000605, TO_0000019, TO_0001018, TO_0000276, TO_0000515, TO_0000598, TO_0000522;TO_0000523, TO_0001015, TO_0000607, TO_0000624, TO_0000919, TO_0000541, TO_0000084, TO_0000136, TO_0000333, TO_0000731, TO_0002667, TO_0012001, TO_0002657, TO_0001006, TO_0000552, TO_0012002, TO_0006055","chlorophyll content, germination rate, lateral root number, root length, water use efficiency, cold tolerance, soluble protein content, salt tolerance, proline content, stem elongation, leaf water potential, plant height, net photosynthetic rate, root activity, panicle length, root dry weight, hydrogen peroxide content, seedling height, transpiration rate, drought tolerance, relative growth rate, protein content, stomatal resistance, photosynthetic rate, ash content, allelopathic effect, grain weight, leaf position, root number, leaf relative water content, sugar content, lignin content, abscisic acid content, leaf area index, oxidative stress, adventitious root number, shoot dry weight, leaf chlorophyll content, selenium content","1.38871485","0.029689597","0","0.078483627","0.207313439","0.060246561"
"TraesCS1A03G0259100.1","TraesCS1A02G107000","W09","0.711246010233261","0.00136797176373692","IPR001841, IPR003347, IPR018866, IPR045109","Znf_RING, JmjC_dom, Znf-4CXXC_R1, JHDM2-like","GO:0000118,GO:0000785,GO:0003712,GO:0031490,GO:0032454,GO:0006357,GO:0033169","histone deacetylase complex,chromatin,transcription coregulator activity,chromatin DNA binding,histone H3-methyl-lysine-9 demethylase activity,regulation of transcription by RNA polymerase II,histone H3-K9 demethylation","TO_0000137, TO_0000355","days to heading, heterosis","0.233596388","0.04379004","0","0.017300341","0.079901983","0.04515668"
